chrom,ensembl,symbol,group,tx_start,tx_stop,gene_center,twas_z,pip,in_cred_set,x_plot
17,ENSG00000131748,STARD3,minor_salivary_gland,38637064.0,40663484.0,39650274.0,-14.22,1.6799999999999995e-54,0,39.65615806736877
17,ENSG00000131748,STARD3,skin_sun_exposed_lower_leg,38637064.0,40663484.0,39650274.0,-5.11,1.6199999999999998e-54,0,39.646876763812784
17,ENSG00000167914,GSDMA,skin_sun_exposed_lower_leg,38953262.0,40977766.0,39965514.0,8.6,1.6099999999999998e-54,0,39.9674709384372
17,ENSG00000073605,GSDMB,lung,38904594.0,40918650.0,39911622.0,-22.4,1.5099999999999998e-54,0,39.90878186852085
17,ENSG00000141736,ERBB2,brain_substantia_nigra,38688107.0,40730353.0,39709230.0,-10.45,1.42e-54,0,39.70347781199359
17,ENSG00000108349,CASC3,skin_not_sun_exposed_suprapubic,39140322.0,41172183.0,40156252.5,3.11,1.3899999999999998e-54,0,40.15935304384603
17,ENSG00000161395,PGAP3,skin_not_sun_exposed_suprapubic,38671121.0,40696797.0,39683959.0,-11.6,1.3e-54,0,39.681799205809874
17,ENSG00000141744,PNMT,skin_not_sun_exposed_suprapubic,38667980.0,40670475.0,39669227.5,-9.19,1.2099999999999997e-54,0,39.667829066730064
17,ENSG00000108349,CASC3,testis,39140322.0,41172183.0,40156252.5,2.31,1.1999999999999999e-54,0,40.157312305362645
17,ENSG00000008838,MED24,uterus,39019096.0,41061215.0,40040155.5,4.93,1.1899999999999999e-54,0,40.04412808146283
17,ENSG00000131748,STARD3,artery_aorta,38637064.0,40663484.0,39650274.0,4.01,1.12e-54,0,39.65182178212309
17,ENSG00000131748,STARD3,brain_cerebellum,38637064.0,40663484.0,39650274.0,10.88,1.1e-54,0,39.654745807865375
17,ENSG00000008838,MED24,breast_mammary_tissue,39019096.0,41061215.0,40040155.5,-11.32,1.07e-54,0,40.03743800441779
17,ENSG00000008838,MED24,adipose_subcutaneous,39019096.0,41061215.0,40040155.5,-2.92,1.07e-54,0,40.04373206200695
17,ENSG00000131748,STARD3,esophagus_mucosa,38637064.0,40663484.0,39650274.0,-11.3,1.0599999999999999e-54,0,39.64650163133168
17,ENSG00000266208,CTD-2267D19.3,cells_cultured_fibroblasts,39360654.0,41364693.0,40362673.5,2.32,1.0199999999999997e-54,0,40.36810699988367
17,ENSG00000108349,CASC3,pituitary,39140322.0,41172183.0,40156252.5,14.2,9.88e-55,0,40.15850235931666
17,ENSG00000266208,CTD-2267D19.3,skin_not_sun_exposed_suprapubic,39360654.0,41364693.0,40362673.5,2.09,9.729999999999999e-55,0,40.35925959212536
17,ENSG00000125686,MED1,adrenal_gland,38404284.0,40451286.0,39427785.0,-2.88,9.69e-55,0,39.43315344708586
17,ENSG00000266208,CTD-2267D19.3,esophagus_mucosa,39360654.0,41364693.0,40362673.5,2.32,9.589999999999999e-55,0,40.36544376968124
17,ENSG00000108349,CASC3,lung,39140322.0,41172183.0,40156252.5,2.22,9.519999999999999e-55,0,40.15329979971114
17,ENSG00000108349,CASC3,nerve_tibial,39140322.0,41172183.0,40156252.5,5.18,0.0242,1,40.15281224372841
17,ENSG00000108349,CASC3,breast_mammary_tissue,39140322.0,41172183.0,40156252.5,8.5,0.00225,0,40.15647090856717
17,ENSG00000188895,MSL1,skin_sun_exposed_lower_leg,39122297.0,41136916.0,40129606.5,-6.18,0.00109,0,40.12391445261665
17,ENSG00000008838,MED24,colon_transverse,39019096.0,41061215.0,40040155.5,9.53,0.000709,0,40.03664514090529
17,ENSG00000108349,CASC3,brain_cerebellum,39140322.0,41172183.0,40156252.5,2.64,0.000675,0,40.15534872562502
17,ENSG00000108349,CASC3,lung,39140322.0,41172183.0,40156252.5,2.22,0.000638,0,40.15474253976401
17,ENSG00000279199,RP11-749I16.3,colon_sigmoid,39113214.0,41115442.0,40114328.0,3.43,0.000549,0,40.113890905092376
17,ENSG00000094804,CDC6,colon_sigmoid,39287632.0,41304657.0,40296144.5,9.5,0.000542,0,40.29347604447553
17,ENSG00000108349,CASC3,skin_sun_exposed_lower_leg,39140322.0,41172183.0,40156252.5,2.83,0.000393,0,40.1572939121575
17,ENSG00000188895,MSL1,skin_not_sun_exposed_suprapubic,39122297.0,41136916.0,40129606.5,-2.66,0.000309,0,40.13397276727108
17,ENSG00000008838,MED24,skin_sun_exposed_lower_leg,39019096.0,41061215.0,40040155.5,-10.1,0.00028,0,40.03556588227154
17,ENSG00000008838,MED24,prostate,39019096.0,41061215.0,40040155.5,7.67,0.000268,0,40.04036404928585
17,ENSG00000008838,MED24,lung,39019096.0,41061215.0,40040155.5,-4.87,0.000265,0,40.03574031727614
17,ENSG00000188895,MSL1,adrenal_gland,39122297.0,41136916.0,40129606.5,-6.93,0.000238,0,40.13220881617431
17,ENSG00000008838,MED24,esophagus_mucosa,39019096.0,41061215.0,40040155.5,12.1,0.000226,0,40.03890821643368
17,ENSG00000188895,MSL1,adipose_visceral_omentum,39122297.0,41136916.0,40129606.5,-6.64,0.000213,0,40.13039155574231
17,ENSG00000008838,MED24,breast_mammary_tissue,39019096.0,41061215.0,40040155.5,-11.32,0.000213,0,40.03635485803456
17,ENSG00000188895,MSL1,brain_spinal_cord_cervical_c-1,39122297.0,41136916.0,40129606.5,-14.44,0.0002,0,40.12534467311213
17,ENSG00000266208,CTD-2267D19.3,skin_not_sun_exposed_suprapubic,39360654.0,41364693.0,40362673.5,2.09,0.000199,0,40.36253017536779
17,ENSG00000188895,MSL1,esophagus_muscularis,39122297.0,41136916.0,40129606.5,-7.82,0.000197,0,40.1278738528542
17,ENSG00000188895,MSL1,artery_tibial,39122297.0,41136916.0,40129606.5,-7.13,0.000191,0,40.13489168334304
17,ENSG00000008838,MED24,artery_aorta,39019096.0,41061215.0,40040155.5,12.5,0.000187,0,40.04333940304568
17,ENSG00000008838,MED24,uterus,39019096.0,41061215.0,40040155.5,4.93,0.000183,0,40.0431394634382
17,ENSG00000008838,MED24,ovary,39019096.0,41061215.0,40040155.5,-12.34,0.000183,0,40.04500013687695
17,ENSG00000008838,MED24,pituitary,39019096.0,41061215.0,40040155.5,12.9,0.000183,0,40.0351565692253
17,ENSG00000188895,MSL1,pituitary,39122297.0,41136916.0,40129606.5,-6.18,0.000181,0,40.13023280963907
17,ENSG00000188895,MSL1,colon_transverse,39122297.0,41136916.0,40129606.5,-5.29,0.000164,0,40.13062021282747
17,ENSG00000008838,MED24,brain_limbic,39019096.0,41061215.0,40040155.5,6.21,0.000152,0,40.04569873654256
17,ENSG00000131759,RARA,minor_salivary_gland,39309191.0,41357643.0,40333417.0,-3.65,0.000148,0,40.33092277032151
17,ENSG00000008838,MED24,adrenal_gland,39019096.0,41061215.0,40040155.5,12.47,0.000146,0,40.03704544535898
17,ENSG00000266208,CTD-2267D19.3,esophagus_mucosa,39360654.0,41364693.0,40362673.5,2.32,0.000145,0,40.35787702730718
17,ENSG00000108349,CASC3,adipose_subcutaneous,39140322.0,41172183.0,40156252.5,10.23,0.000144,0,40.1504496555551
17,ENSG00000008838,MED24,adipose_subcutaneous,39019096.0,41061215.0,40040155.5,-2.92,0.000143,0,40.04530985180151
17,ENSG00000188895,MSL1,esophagus_mucosa,39122297.0,41136916.0,40129606.5,-6.18,0.000142,0,40.131645498559095
17,ENSG00000108342,CSF3,spleen,39015360.0,41017813.0,40016586.5,2.91,0.000141,0,40.02000833494428
17,ENSG00000188895,MSL1,lung,39122297.0,41136916.0,40129606.5,-10.1,0.000141,0,40.12698726126905
