block	ens_gene_id	ens_tx_id	mol_name	tissue	ref_name	type	chrom	tx_start	tx_stop	block_genes	trait	inference_pop1	inter_z_pop1	cv.R2_pop1	cv.R2.pval_pop1	ldregion_pop1	twas_z_pop1	pips_pop1	in_cred_set_pop1	symbol	tissues
3:149325450-3:150534217	ENSG00000114744_gdt		ENSG00000114744_gdt		onek1k		3	148738469.0	150752499.0	36	trait	lasso		0.0072934903866566	0.004968335782965	3:149331272-3:150533002	2.41	0.0982	1	ENSG00000114744	gdt
3:150534217-3:151630942	ENSG00000181788_cd4_tcm		ENSG00000181788_cd4_tcm		onek1k		3	149741126.0	151763477.0	25	trait	blup		0.0013845240056404	0.1262485795926839	3:150541363-3:151627988	-3.81	0.877	1	ENSG00000181788	cd4_tcm
3:150534217-3:151630942	ENSG00000181788_b_naive		ENSG00000181788_b_naive		onek1k		3	149741126.0	151763477.0	25	trait	blup		-0.000379668443688	0.425899424391436	3:150541363-3:151627988	-2.43	0.0396	1	ENSG00000181788	b_naive
1:11717784-1:12719464	ENSG00000028137_nk		ENSG00000028137_nk		onek1k		1	11167038.0	13209228.0	38	trait	blup		0.0005692082747654	0.2132442394644103	1:11718195-1:12719211	-2.51	0.131	1	ENSG00000028137	nk
1:12719464-1:14565015	ENSG00000116731_cd4_tcm		ENSG00000116731_cd4_tcm		onek1k		1	12700197.0	14825079.0	53	trait	lasso		0.0124925353742778	0.0002876630426714	1:12723184-1:14564701	-3.22	0.393	1	ENSG00000116731	cd4_tcm
2:113164279-2:116014894	ENSG00000115091_cd4_tcm		ENSG00000115091_cd4_tcm		onek1k		2	112889959.0	114962596.0	42	trait	lasso		0.0025561560890287	0.0623910841899013	2:113192136-2:116014077	-4.81	0.996	1	ENSG00000115091	cd4_tcm
1:4320751-1:5853833	ENSG00000116251_cd8_naive		ENSG00000116251_cd8_naive		onek1k		1	5181268.0	7209389.0	9	trait	blup		0.0018828527592974	0.0952847050247314	1:4323102-1:5846911	1.09	0.104	1	ENSG00000116251	cd8_naive
1:4320751-1:5853833	ENSG00000069424_cd8_tem		ENSG00000069424_cd8_tem		onek1k		1	4991465.0	7101193.0	9	trait	enet		0.0648526873902283	5.152648677131318e-16	1:4323102-1:5846911	-0.87	0.093	1	ENSG00000069424	cd8_tem
1:4320751-1:5853833	ENSG00000069424_nk		ENSG00000069424_nk		onek1k		1	4991465.0	7101193.0	9	trait	enet		0.072720050439568	7.932364882292782e-18	1:4323102-1:5846911	-0.336	0.0777	1	ENSG00000069424	nk
1:4320751-1:5853833	ENSG00000069424_cd4_naive		ENSG00000069424_cd4_naive		onek1k		1	4991465.0	7101193.0	9	trait	blup		0.043439388656468	3.4949570457809065e-11	1:4323102-1:5846911	0.31	0.0777	1	ENSG00000069424	cd4_naive
1:5853833-1:7187275	ENSG00000215788_cd4_tcm		ENSG00000215788_cd4_tcm		onek1k		1	5461150.0	7466091.0	32	trait	lasso		0.0132953705454295	0.0001892275900336	1:5857446-1:7186547	-3.12	0.464	1	ENSG00000215788	cd4_tcm
1:5853833-1:7187275	ENSG00000069424_cd4_tcm		ENSG00000069424_cd4_tcm		onek1k		1	4991465.0	7101193.0	32	trait	enet		0.1522560568560269	8.186208189708407e-37	1:5857446-1:7186547	-2.33	0.0508	1	ENSG00000069424	cd4_tcm
7:141526757-7:142959223	ENSG00000197448_cd4_tcm		ENSG00000197448_cd4_tcm		onek1k		7	142244092.0	144270754.0	121	trait	blup		0.0369246513524081	9.810179242399626e-10	7:141528565-7:142954903	2.72	0.0665	1	ENSG00000197448	cd4_tcm
20:79838-20:716956	ENSG00000125826_cd4_tcm		ENSG00000125826_cd4_tcm		onek1k		20	-592503.0	1430966.0	20	trait	lasso		0.0067957533096532	0.0058709723054765	20:80655-20:716233	2.24	0.148	1	ENSG00000125826	cd4_tcm
12:23667700-12:25218149	ENSG00000133703_cd4_tcm		ENSG00000133703_cd4_tcm		onek1k		12	24205135.0	26250936.0	23	trait	lasso		0.0031947044617437	0.0430970234528053	12:23674257-12:25217552	2.09	0.104	1	ENSG00000133703	cd4_tcm
18:48413361-18:50204214	ENSG00000177576_cd4_tcm		ENSG00000177576_cd4_tcm		onek1k		18	48477249.0	50487252.0	40	trait	lasso		0.0018574947759129	0.0945053752058746	18:48414926-18:50198724	2.17	0.0627	1	ENSG00000177576	cd4_tcm
18:48413361-18:50204214	ENSG00000265681_mait		ENSG00000265681_mait		onek1k		18	48488452.0	50492523.0	40	trait	lasso		0.0060359666767214	0.0138977640636218	18:48414926-18:50198724	-2.01	0.049	1	ENSG00000265681	mait
5:5973120-5:7143105	ENSG00000133398_cd4_tcm		ENSG00000133398_cd4_tcm		onek1k		5	5371880.0	7378594.0	21	trait	blup		0.0010553930417555	0.1552858733440231	5:5973626-5:7142618	-2.65	0.277	1	ENSG00000133398	cd4_tcm
11:84670229-11:86908259	ENSG00000149196_cd4_tcm		ENSG00000149196_cd4_tcm		onek1k		11	85302210.0	87345931.0	42	trait	blup		0.0151759224337905	7.119038129666446e-05	11:84670426-11:86902079	2.79	0.182	1	ENSG00000149196	cd4_tcm
11:84670229-11:86908259	ENSG00000149196_nk		ENSG00000149196_nk		onek1k		11	85302210.0	87345931.0	42	trait	lasso		0.0114388917422019	0.0004992719631811	11:84670426-11:86902079	2.61	0.117	1	ENSG00000149196	nk
12:11601912-12:12580594	ENSG00000111276_cd4_tcm		ENSG00000111276_cd4_tcm		onek1k		12	11715057.0	13722371.0	17	trait	lasso		0.0261712307191471	2.46339511526796e-07	12:11602728-12:12580047	2.58	0.288	1	ENSG00000111276	cd4_tcm
7:31097675-7:33516156	ENSG00000122643_cd8_naive		ENSG00000122643_cd8_naive		onek1k		7	32014113.0	34062797.0	35	trait	lasso		0.0221917353539679	2.406064080691662e-06	7:31102154-7:33512729	-2.17	0.0683	1	ENSG00000122643	cd8_naive
5:130183332-5:132803957	ENSG00000125347_cd4_ctl		ENSG00000125347_cd4_ctl		onek1k		5	131481608.0	133490798.0	49	trait	blup		0.0006261419602007	0.2200716705127703	5:130185221-5:132801509	-6.58	0.997	1	ENSG00000125347	cd4_ctl
5:130183332-5:132803957	ENSG00000125347_cd4_tcm		ENSG00000125347_cd4_tcm		onek1k		5	131481608.0	133490798.0	49	trait	enet		0.0010424495986107	0.1565726075031716	5:130185221-5:132801509	-5.72	0.617	1	ENSG00000125347	cd4_tcm
13:46856944-13:48809826	ENSG00000136161_cd16_mono		ENSG00000136161_cd16_mono		onek1k		13	47488958.0	49533256.0	29	trait	lasso		0.0041503371573238	0.0293998067360027	13:46859277-13:48807004	2.16	0.082	1	ENSG00000136161	cd16_mono
13:46856944-13:48809826	ENSG00000136156_nk_cd56bright		ENSG00000136156_nk_cd56bright		onek1k		13	47233157.0	49270357.0	29	trait	blup		0.0005495861309389	0.2205881467006883	13:46859277-13:48807004	-2.11	0.0727	1	ENSG00000136156	nk_cd56bright
19:37036131-19:39679979	ENSG00000167642_cd16_mono		ENSG00000167642_cd16_mono		onek1k		19	37244034.0	39292614.0	125	trait	lasso		0.003949924757693	0.0326727905870764	19:37038092-19:39678078	-3.79	0.474	1	ENSG00000167642	cd16_mono
19:37036131-19:39679979	ENSG00000128626_cd16_mono		ENSG00000128626_cd16_mono		onek1k		19	37930896.0	39933162.0	125	trait	enet		0.0002725036189158	0.2646412460084599	19:37038092-19:39678078	3.31	0.103	1	ENSG00000128626	cd16_mono
19:37036131-19:39679979	ENSG00000068903_nk_cd56bright		ENSG00000068903_nk_cd56bright		onek1k		19	37878554.0	39899862.0	125	trait	lasso		0.0006489623886252	0.2071438968808789	19:37038092-19:39678078	3.13	0.0958	1	ENSG00000068903	nk_cd56bright
19:37036131-19:39679979	ENSG00000196235_mait		ENSG00000196235_mait		onek1k		19	38436155.0	40476670.0	125	trait	enet		-0.0010464147041544	0.7225877472673938	19:37038092-19:39678078	2.89	0.0886	1	ENSG00000196235	mait
19:37036131-19:39679979	ENSG00000104824_mait		ENSG00000104824_mait		onek1k		19	37836387.0	39852347.0	125	trait	lasso		0.0005473807384561	0.2276126768839128	19:37038092-19:39678078	-3.15	0.0835	1	ENSG00000104824	mait
13:98286665-13:99921841	ENSG00000134882_cd16_mono		ENSG00000134882_cd16_mono		onek1k		13	98200773.0	100386434.0	39	trait	blup		0.0017268509732858	0.1099273758835929	13:98289698-13:99919905	3.59	0.738	1	ENSG00000134882	cd16_mono
4:138635357-4:140163477	ENSG00000109390_cd16_mono		ENSG00000109390_cd16_mono		onek1k		4	138289916.0	140302551.0	32	trait	lasso		0.0015465367629451	0.1219087024158669	4:138635709-4:140159339	2.26	0.0929	1	ENSG00000109390	cd16_mono
6:108143176-6:109983044	ENSG00000112335_cd16_mono		ENSG00000112335_cd16_mono		onek1k		6	107211221.0	109261260.0	45	trait	blup		0.0021689684066436	0.0856563282135384	6:108145192-6:109982605	3.37	0.542	1	ENSG00000112335	cd16_mono
3:168863172-3:171247120	ENSG00000163584_cd8_tem		ENSG00000163584_cd8_tem		onek1k		3	169864874.0	171870483.0	50	trait	enet		0.0443675069536287	2.1652989540575947e-11	3:168864643-3:171241762	-2.65	0.126	1	ENSG00000163584	cd8_tem
3:171247120-3:172577941	ENSG00000121858_cd16_mono		ENSG00000121858_cd16_mono		onek1k		3	171505507.0	173523507.0	19	trait	lasso		0.0023405117982679	0.0778610853927505	3:171247275-3:172577081	-3.69	0.876	1	ENSG00000121858	cd16_mono
16:29025292-16:31371622	ENSG00000149923_cd16_mono		ENSG00000149923_cd16_mono		onek1k		16	29075977.0	31085377.0	170	trait	lasso		0.0104092228920754	0.0012455466925109	16:29025978-16:31370090	4.33	0.898	1	ENSG00000149923	cd16_mono
16:29025292-16:31371622	ENSG00000089280_b_memory		ENSG00000089280_b_memory		onek1k		16	30180109.0	32194871.0	170	trait	lasso		0.0186574675980488	1.211376033269304e-05	16:29025978-16:31370090	-5.06	0.768	1	ENSG00000089280	b_memory
16:29025292-16:31371622	ENSG00000167397_cd16_mono		ENSG00000167397_cd16_mono		onek1k		16	30090841.0	32095980.0	170	trait	lasso		0.0043780537267815	0.0260908855543807	16:29025978-16:31370090	-4.62	0.0671	1	ENSG00000167397	cd16_mono
16:29025292-16:31371622	ENSG00000103490_cd4_ctl		ENSG00000103490_cd4_ctl		onek1k		16	30201484.0	32202459.0	170	trait	blup		0.0012562106265903	0.1560046463564726	16:29025978-16:31370090	4.59	0.0668	1	ENSG00000103490	cd4_ctl
16:29025292-16:31371622	ENSG00000167397_nk		ENSG00000167397_nk		onek1k		16	30090841.0	32095980.0	170	trait	blup		0.0004282617720099	0.2345639093487008	16:29025978-16:31370090	-4.64	0.0577	1	ENSG00000167397	nk
14:78095602-14:79720236	ENSG00000100603_cd16_mono		ENSG00000100603_cd16_mono		onek1k		14	76717598.0	78761207.0	12	trait	enet		0.0020116295910177	0.0935506691031509	14:78104381-14:79714572	2.17	0.21	1	ENSG00000100603	cd16_mono
9:93909416-9:96159758	ENSG00000148110_cd16_mono		ENSG00000148110_cd16_mono		onek1k		9	93374550.0	95461042.0	55	trait	lasso		0.005345413026336	0.0157968327995342	9:93909589-9:96158277	3.44	0.545	1	ENSG00000148110	cd16_mono
2:84913556-2:87738988	ENSG00000118640_cd16_mono		ENSG00000118640_cd16_mono		onek1k		2	84561561.0	86582031.0	83	trait	blup		0.0034994205508767	0.0414959127401473	2:84913588-2:87557137	-3.51	0.296	1	ENSG00000118640	cd16_mono
2:84913556-2:87738988	ENSG00000152291_gdt		ENSG00000152291_gdt		onek1k		2	84318019.0	86328425.0	83	trait	blup		0.0074142016348613	0.0046637544272794	2:84913588-2:87557137	3.32	0.193	1	ENSG00000152291	gdt
2:84913556-2:87738988	ENSG00000042493_b_memory		ENSG00000042493_b_memory		onek1k		2	84394747.0	86418432.0	83	trait	lasso		0.0269225831143004	1.747085046258987e-07	2:84913588-2:87557137	-3.18	0.102	1	ENSG00000042493	b_memory
2:84913556-2:87738988	ENSG00000168887_cd16_mono		ENSG00000168887_cd16_mono		onek1k		2	84606653.0	86612066.0	83	trait	lasso		-0.0001353324372561	0.3490157711989826	2:84913588-2:87557137	-2.79	0.0865	1	ENSG00000168887	cd16_mono
2:84913556-2:87738988	ENSG00000115523_mait		ENSG00000115523_mait		onek1k		2	84694290.0	86698854.0	83	trait	lasso		0.0790795559658684	6.743487997370759e-17	2:84913588-2:87557137	2.57	0.0608	1	ENSG00000115523	mait
2:84913556-2:87738988	ENSG00000168899_cd8_tem		ENSG00000168899_cd8_tem		onek1k		2	84584407.0	86593412.0	83	trait	lasso		0.0948398516105853	6.250560749489318e-23	2:84913588-2:87557137	-2.33	0.0276	1	ENSG00000168899	cd8_tem
2:84913556-2:87738988	ENSG00000042493_nk_cd56bright		ENSG00000042493_nk_cd56bright		onek1k		2	84394747.0	86418432.0	83	trait	lasso		0.0259239802313587	5.833209123366173e-07	2:84913588-2:87557137	-2.46	0.0214	1	ENSG00000042493	nk_cd56bright
2:84913556-2:87738988	ENSG00000168899_nk		ENSG00000168899_nk		onek1k		2	84584407.0	86593412.0	83	trait	lasso		0.070896067665739	2.0764825478625562e-17	2:84913588-2:87557137	-2.22	0.02	1	ENSG00000168899	nk
3:70399877-3:72480178	ENSG00000114861_cd4_naive		ENSG00000114861_cd4_naive		onek1k		3	69954692.0	72583989.0	26	trait	blup		0.0036670929042271	0.0329947241865402	3:70401635-3:72478611	-2.31	0.13	1	ENSG00000114861	cd4_naive
1:201620847-1:203365606	ENSG00000159388_cd16_mono		ENSG00000159388_cd16_mono		onek1k		1	202305490.0	204309602.0	70	trait	blup		0.0013758912955662	0.1345910758145844	1:201622025-1:203365232	4.3	0.953	1	ENSG00000159388	cd16_mono
1:203365606-1:204711940	ENSG00000182004_cd8_naive		ENSG00000182004_cd8_naive		onek1k		1	202861602.0	204870550.0	39	trait	blup		0.0024751554027737	0.0674265050548403	1:203366505-1:204711859	2.33	0.088	1	ENSG00000182004	cd8_naive
2:38804195-2:40054343	ENSG00000115875_cd4_naive		ENSG00000115875_cd4_naive		onek1k		2	37743598.0	39751494.0	22	trait	lasso		0.0042687139388117	0.0235261305243889	2:38805596-2:40053702	-1.91	0.0821	1	ENSG00000115875	cd4_naive
19:610729-19:2098397	ENSG00000104897_gdt		ENSG00000104897_gdt		onek1k		19	1237793.0	3248679.0	98	trait	blup		0.0014459065006163	0.1243828243486256	19:610847-19:2098015	-3.73	0.459	1	ENSG00000104897	gdt
19:610729-19:2098397	ENSG00000104886_mait		ENSG00000104886_mait		onek1k		19	1233148.0	3237704.0	98	trait	lasso		0.0022912046489417	0.0878678357785813	19:610847-19:2098015	3.5	0.176	1	ENSG00000104886	mait
19:610729-19:2098397	ENSG00000129968_cd16_mono		ENSG00000129968_cd16_mono		onek1k		19	876809.0	2885547.0	98	trait	enet		0.0041071677658854	0.0300747687377385	19:610847-19:2098015	2.92	0.148	1	ENSG00000129968	cd16_mono
19:610729-19:2098397	ENSG00000130332_b_memory		ENSG00000130332_b_memory		onek1k		19	1321516.0	3328614.0	98	trait	blup		0.001176197763395	0.1441680276013952	19:610847-19:2098015	3.19	0.0686	1	ENSG00000130332	b_memory
19:610729-19:2098397	ENSG00000104886_cd8_tem		ENSG00000104886_cd8_tem		onek1k		19	1233148.0	3237704.0	98	trait	blup		0.0002697267311481	0.2617605351175343	19:610847-19:2098015	3.03	0.043	1	ENSG00000104886	cd8_tem
19:610729-19:2098397	ENSG00000127540_nk		ENSG00000127540_nk		onek1k		19	597171.0	2605490.0	98	trait	enet		0.0309982184813636	2.0644564758965645e-08	19:610847-19:2098015	2.28	0.0232	1	ENSG00000127540	nk
19:2098397-19:3019662	ENSG00000099860_b_memory		ENSG00000099860_b_memory		onek1k		19	1476126.0	3478259.0	47	trait	lasso		0.0028774010113451	0.0520134349667143	19:2099820-19:3015481	4.55	0.987	1	ENSG00000099860	b_memory
19:2098397-19:3019662	ENSG00000104897_cd4_tcm		ENSG00000104897_cd4_tcm		onek1k		19	1237793.0	3248679.0	47	trait	blup		0.0070331310543743	0.0051656673077753	19:2099820-19:3015481	-2.36	0.071	1	ENSG00000104897	cd4_tcm
19:2098397-19:3019662	ENSG00000130332_b_intermediate		ENSG00000130332_b_intermediate		onek1k		19	1321516.0	3328614.0	47	trait	lasso		0.0088880923630803	0.001973369064245	19:2099820-19:3015481	-2.4	0.0474	1	ENSG00000130332	b_intermediate
19:4348970-19:5811841	ENSG00000167664_nk_cd56bright		ENSG00000167664_nk_cd56bright		onek1k		19	3292231.0	5302431.0	51	trait	blup		0.0025082754215486	0.0696782753898414	19:4350311-19:5800273	-2.84	0.165	1	ENSG00000167664	nk_cd56bright
19:4348970-19:5811841	ENSG00000074842_cd4_ctl		ENSG00000074842_cd4_ctl		onek1k		19	3657544.0	5670370.0	51	trait	blup		-0.0009382496507055	0.6224649867045782	19:4350311-19:5800273	2.31	0.0514	1	ENSG00000074842	cd4_ctl
19:4348970-19:5811841	ENSG00000167664_nk		ENSG00000167664_nk		onek1k		19	3292231.0	5302431.0	51	trait	enet		-0.0009874795515194	0.8319333768098042	19:4350311-19:5800273	-2.23	0.0492	1	ENSG00000167664	nk
3:187172556-3:189138425	ENSG00000145012_cd16_mono		ENSG00000145012_cd16_mono		onek1k		3	187208197.0	189890671.0	28	trait	lasso		0.0099522686296009	0.0015604716410286	3:187174646-3:189135308	-3.94	0.93	1	ENSG00000145012	cd16_mono
3:187172556-3:189138425	ENSG00000145012_nk		ENSG00000145012_nk		onek1k		3	187208197.0	189890671.0	28	trait	enet		0.0016025292863601	0.1103603136176169	3:187174646-3:189135308	2.34	0.109	1	ENSG00000145012	nk
12:119316305-12:121569746	ENSG00000139725_cd8_tcm		ENSG00000139725_cd8_tcm		onek1k		12	120793150.0	122800677.0	75	trait	blup		0.0041002263497805	0.0262235888032776	12:119316699-12:121569634	-4.88	0.996	1	ENSG00000139725	cd8_tcm
12:121569746-12:124493434	ENSG00000111328_cd16_mono		ENSG00000111328_cd16_mono		onek1k		12	122261483.0	124272334.0	104	trait	lasso		0.0165556949910939	6.227764826072087e-05	12:121571465-12:124483533	6.55	0.999	1	ENSG00000111328	cd16_mono
12:124493434-12:125960959	ENSG00000150991_cd8_naive		ENSG00000150991_cd8_naive		onek1k		12	123911603.0	125917368.0	30	trait	blup		0.0120864539872511	0.0004051094806459	12:124494540-12:125959440	2.78	0.263	1	ENSG00000150991	cd8_naive
6:32714887-6:33268720	ENSG00000231925_treg		ENSG00000231925_treg		onek1k		6	32299693.0	34314387.0	38	trait	blup		0.0058054194511161	0.0108341580478883	6:32779996-6:33267715	6.05	1.0	1	ENSG00000231925	treg
6:33268720-6:35487979	ENSG00000112514_cd16_mono		ENSG00000112514_cd16_mono		onek1k		6	32416453.0	34418317.0	77	trait	lasso		0.0006334323259749	0.2102828731011567	6:33269881-6:35484790	-2.99	0.241	1	ENSG00000112514	cd16_mono
6:33268720-6:35487979	ENSG00000112514_cd4_tcm		ENSG00000112514_cd4_tcm		onek1k		6	32416453.0	34418317.0	77	trait	lasso		0.018071744357623	1.5911377749765977e-05	6:33269881-6:35484790	-2.77	0.114	1	ENSG00000112514	cd4_tcm
6:33268720-6:35487979	ENSG00000112514_cd8_tem		ENSG00000112514_cd8_tem		onek1k		6	32416453.0	34418317.0	77	trait	lasso		0.0072792439727455	0.0045433783334252	6:33269881-6:35484790	-2.47	0.0435	1	ENSG00000112514	cd8_tem
6:33268720-6:35487979	ENSG00000198755_cd8_naive		ENSG00000198755_cd8_naive		onek1k		6	34468407.0	36470785.0	77	trait	lasso		0.0910408109899317	1.2052735938522194e-21	6:33269881-6:35484790	2.62	0.0263	1	ENSG00000198755	cd8_naive
6:35487979-6:37604820	ENSG00000124772_b_intermediate		ENSG00000124772_b_intermediate		onek1k		6	35740774.0	37840002.0	63	trait	blup		0.0009750410878066	0.1641095711769055	6:35488853-6:37604608	-2.21	0.0397	1	ENSG00000124772	b_intermediate
12:112825713-12:113548904	ENSG00000089127_cd16_mono		ENSG00000089127_cd16_mono		onek1k		12	111906776.0	113933222.0	23	trait	blup		0.0339501520029247	1.4628077378822317e-08	12:112838986-12:113548243	-2.94	0.356	1	ENSG00000089127	cd16_mono
12:112825713-12:113548904	ENSG00000111331_cd16_mono		ENSG00000111331_cd16_mono		onek1k		12	111938351.0	113973249.0	23	trait	blup		0.0050182021370465	0.0187020742444833	12:112838986-12:113548243	2.6	0.16	1	ENSG00000111331	cd16_mono
1:9305140-1:10746927	ENSG00000116649_cd16_mono		ENSG00000116649_cd16_mono		onek1k		1	10054588.0	12060024.0	37	trait	blup		0.0024594372796056	0.0729063353621095	1:9307033-1:10743947	-5.36	1.0	1	ENSG00000116649	cd16_mono
9:78464139-9:79976013	ENSG00000106829_cd16_mono		ENSG00000106829_cd16_mono		onek1k		9	78571772.0	80726882.0	13	trait	blup		0.0125409351756091	0.0004378271132215	9:78465639-9:79973725	-1.75	0.116	1	ENSG00000106829	cd16_mono
11:66131160-11:68238358	ENSG00000167792_cd8_tem		ENSG00000167792_cd8_tem		onek1k		11	66606851.0	68612535.0	120	trait	lasso		0.0026910779158759	0.0577550900400401	11:66133336-11:68236389	-2.74	0.0601	1	ENSG00000167792	cd8_tem
11:66131160-11:68238358	ENSG00000006534_cd16_mono		ENSG00000006534_cd16_mono		onek1k		11	67008577.0	69029276.0	120	trait	enet		0.0084675801603855	0.003259113040225	11:66133336-11:68236389	2.63	0.0453	1	ENSG00000006534	cd16_mono
11:68238358-11:69701362	ENSG00000197345_cd16_mono		ENSG00000197345_cd16_mono		onek1k		11	67891275.0	69903835.0	31	trait	blup		0.014068714274119	0.0002079619260604	11:68244558-11:69699946	3.59	0.479	1	ENSG00000197345	cd16_mono
11:68238358-11:69701362	ENSG00000197345_cd8_tcm		ENSG00000197345_cd8_tcm		onek1k		11	67891275.0	69903835.0	31	trait	lasso		0.026733976986291	2.0352254709173363e-07	11:68244558-11:69699946	3.37	0.242	1	ENSG00000197345	cd8_tcm
11:68238358-11:69701362	ENSG00000197345_cd4_tcm		ENSG00000197345_cd4_tcm		onek1k		11	67891275.0	69903835.0	31	trait	lasso		0.2708100703726491	1.4368455768602458e-68	11:68244558-11:69699946	2.87	0.0632	1	ENSG00000197345	cd4_tcm
11:68238358-11:69701362	ENSG00000197345_cd8_tem		ENSG00000197345_cd8_tem		onek1k		11	67891275.0	69903835.0	31	trait	enet		0.0076830895118363	0.0036592041621016	11:68244558-11:69699946	2.82	0.0559	1	ENSG00000197345	cd8_tem
11:68238358-11:69701362	ENSG00000197345_cd8_naive		ENSG00000197345_cd8_naive		onek1k		11	67891275.0	69903835.0	31	trait	lasso		0.0054475576218606	0.0129996617781015	11:68244558-11:69699946	2.71	0.0496	1	ENSG00000197345	cd8_naive
7:91032469-7:92864438	ENSG00000127914_cd8_naive		ENSG00000127914_cd8_naive		onek1k		7	90940866.0	93110673.0	29	trait	lasso		0.0015941003849366	0.113200240060331	7:91033074-7:92861224	2.41	0.132	1	ENSG00000127914	cd8_naive
7:91032469-7:92864438	ENSG00000234545_nk		ENSG00000234545_nk		onek1k		7	91560792.0	93590394.0	29	trait	enet		0.0004686424570682	0.2282047615615324	7:91033074-7:92861224	-2.24	0.117	1	ENSG00000234545	nk
17:66804312-17:69862629	ENSG00000182481_cd16_mono		ENSG00000182481_cd16_mono		onek1k		17	67035518.0	69046842.0	73	trait	blup		0.0001548269482336	0.2860068501349729	17:66805247-17:69861709	-2.57	0.0759	1	ENSG00000182481	cd16_mono
19:52482037-19:54099074	ENSG00000189068_cd16_mono		ENSG00000189068_cd16_mono		onek1k		19	53040824.0	55063953.0	128	trait	lasso		0.0051224206027099	0.0177213486261706	19:52487778-19:54098997	3.41	0.321	1	ENSG00000189068	cd16_mono
8:72904964-8:74532829	ENSG00000104343_cd16_mono		ENSG00000104343_cd16_mono		onek1k		8	72780096.0	74878910.0	40	trait	lasso		0.0005583100738173	0.220396175876754	8:72906869-8:74530344	2.43	0.102	1	ENSG00000104343	cd16_mono
12:55272053-12:57155077	ENSG00000229117_cd4_naive		ENSG00000229117_cd4_naive		onek1k		12	55116585.0	57117943.0	118	trait	blup		0.0144850723110423	0.0001026900282664	12:55272184-12:57154489	-3.96	0.267	1	ENSG00000229117	cd4_naive
12:55272053-12:57155077	ENSG00000257727_cd16_mono		ENSG00000257727_cd16_mono		onek1k		12	55309841.0	57316222.0	118	trait	lasso		0.002653616188463	0.0655273658925494	12:55272184-12:57154489	-8.18	0.185	1	ENSG00000257727	cd16_mono
12:55272053-12:57155077	ENSG00000123329_cd16_mono		ENSG00000123329_cd16_mono		onek1k		12	56472262.0	58488814.0	118	trait	blup		0.0001857310015935	0.2801922023629025	12:55272184-12:57154489	2.87	0.112	1	ENSG00000123329	cd16_mono
12:55272053-12:57155077	ENSG00000197728_cd4_naive		ENSG00000197728_cd4_naive		onek1k		12	55041852.0	57044675.0	118	trait	enet		0.8375628427819852	0.0	12:55272184-12:57154489	8.09	0.111	1	ENSG00000197728	cd4_naive
12:55272053-12:57155077	ENSG00000197728_cd8_naive		ENSG00000197728_cd8_naive		onek1k		12	55041852.0	57044675.0	118	trait	enet		0.757600350958358	6.801019132773418e-294	12:55272184-12:57154489	8.09	0.103	1	ENSG00000197728	cd8_naive
12:55272053-12:57155077	ENSG00000197728_cd8_tcm		ENSG00000197728_cd8_tcm		onek1k		12	55041852.0	57044675.0	118	trait	enet		0.758596645763814	9.337283112099813e-299	12:55272184-12:57154489	8.08	0.102	1	ENSG00000197728	cd8_tcm
12:55272053-12:57155077	ENSG00000197728_cd4_tcm		ENSG00000197728_cd4_tcm		onek1k		12	55041852.0	57044675.0	118	trait	enet		0.8713853272602817	0.0	12:55272184-12:57154489	8.07	0.0963	1	ENSG00000197728	cd4_tcm
12:55272053-12:57155077	ENSG00000197728_gdt		ENSG00000197728_gdt		onek1k		12	55041852.0	57044675.0	118	trait	enet		0.6048102806741105	2.5232673795876264e-192	12:55272184-12:57154489	8.09	0.0894	1	ENSG00000197728	gdt
12:55272053-12:57155077	ENSG00000197728_b_memory		ENSG00000197728_b_memory		onek1k		12	55041852.0	57044675.0	118	trait	enet		0.795993669698676	0.0	12:55272184-12:57154489	8.05	0.0709	1	ENSG00000197728	b_memory
12:55272053-12:57155077	ENSG00000197728_b_intermediate		ENSG00000197728_b_intermediate		onek1k		12	55041852.0	57044675.0	118	trait	enet		0.7987826795927517	0.0	12:55272184-12:57154489	8.04	0.068	1	ENSG00000197728	b_intermediate
12:55272053-12:57155077	ENSG00000196531_cd14_mono		ENSG00000196531_cd14_mono		onek1k		12	55712427.0	57731595.0	118	trait	enet		0.0036712695028646	0.0358771434060474	12:55272184-12:57154489	-2.23	0.062	1	ENSG00000196531	cd14_mono
12:55272053-12:57155077	ENSG00000197728_nk		ENSG00000197728_nk		onek1k		12	55041852.0	57044675.0	118	trait	enet		0.8898976030779708	0.0	12:55272184-12:57154489	7.97	0.0445	1	ENSG00000197728	nk
12:55272053-12:57155077	ENSG00000197728_b_naive		ENSG00000197728_b_naive		onek1k		12	55041852.0	57044675.0	118	trait	enet		0.7531641045269912	1.0067908046926605e-294	12:55272184-12:57154489	7.98	0.0435	1	ENSG00000197728	b_naive
12:55272053-12:57155077	ENSG00000197728_treg		ENSG00000197728_treg		onek1k		12	55041852.0	57044675.0	118	trait	lasso		0.6023298949866838	1.913222117030338e-191	12:55272184-12:57154489	8.0	0.0413	1	ENSG00000197728	treg
12:55272053-12:57155077	ENSG00000197728_cd14_mono		ENSG00000197728_cd14_mono		onek1k		12	55041852.0	57044675.0	118	trait	lasso		0.630036424159647	2.2855744651508364e-202	12:55272184-12:57154489	7.99	0.0373	1	ENSG00000197728	cd14_mono
