block	ens_gene_id	ens_tx_id	mol_name	tissue	ref_name	type	chrom	tx_start	tx_stop	block_genes	trait	inference_pop1	inter_z_pop1	cv.R2_pop1	cv.R2.pval_pop1	ldregion_pop1	twas_z_pop1	pips_pop1	in_cred_set_pop1	symbol	tissues
6:108143176-6:109983044	ENSG00000135596_artery_tibial		ENSG00000135596_artery_tibial		gtex		6	108444061.0	110455987.0	45	trait	blup		0.0485780923684648	4.136384371795309e-05	6:108145192-6:109982605	4.06	0.0497	1	ENSG00000135596	artery_tibial
6:108143176-6:109983044	ENSG00000081087_esophagus_mucosa		ENSG00000081087_esophagus_mucosa		gtex		6	107041408.0	109165854.0	45	trait	enet		0.0284327508722842	0.0014389967560787	6:108145192-6:109982605	2.51	0.0468	1	ENSG00000081087	esophagus_mucosa
6:108143176-6:109983044	ENSG00000135596_liver		ENSG00000135596_liver		gtex		6	108444061.0	110455987.0	45	trait	blup		0.057044941151461	0.0006606981892539	6:108145192-6:109982605	4.59	0.0461	1	ENSG00000135596	liver
6:108143176-6:109983044	ENSG00000118690_esophagus_muscularis		ENSG00000118690_esophagus_muscularis		gtex		6	107848415.0	109974472.0	45	trait	blup		0.0542934019187965	1.5132261868085318e-05	6:108145192-6:109982605	3.75	0.0395	1	ENSG00000118690	esophagus_muscularis
6:108143176-6:109983044	ENSG00000081087_brain_cerebellum		ENSG00000081087_brain_cerebellum		gtex		6	107041408.0	109165854.0	45	trait	meta				6:108145192-6:109982605	2.09	0.0324	1	ENSG00000081087	brain_cerebellum
6:108143176-6:109983044	ENSG00000135596_breast_mammary_tissue		ENSG00000135596_breast_mammary_tissue		gtex		6	108444061.0	110455987.0	45	trait	blup		0.0294137764615327	0.0012094229299443	6:108145192-6:109982605	3.49	0.0323	1	ENSG00000135596	breast_mammary_tissue
6:108143176-6:109983044	ENSG00000203799_esophagus_mucosa		ENSG00000203799_esophagus_mucosa		gtex		6	108165830.0	110355063.0	45	trait	lasso		0.2249421821318011	1.4283551708729793e-19	6:108145192-6:109982605	-1.91	0.0264	1	ENSG00000203799	esophagus_mucosa
6:108143176-6:109983044	ENSG00000203799_artery_coronary		ENSG00000203799_artery_coronary		gtex		6	108165830.0	110355063.0	45	trait	blup		0.0561982883792506	0.0007914964751435	6:108145192-6:109982605	3.26	0.0243	1	ENSG00000203799	artery_coronary
6:109983044-6:112023811	ENSG00000004809_prostate		ENSG00000004809_prostate		gtex		6	109424686.0	111476641.0	40	trait	lasso		0.0711644992535601	0.0001371033614451	6:109987242-6:112020414	-2.51	0.0952	1	ENSG00000004809	prostate
6:109983044-6:112023811	ENSG00000260188_testis		ENSG00000260188_testis		gtex		6	109477906.0	111479436.0	40	trait	lasso		0.1248437004976473	8.673085950679482e-10	6:109987242-6:112020414	-2.47	0.0818	1	ENSG00000260188	testis
6:109983044-6:112023811	ENSG00000004809_nerve_tibial		ENSG00000004809_nerve_tibial		gtex		6	109424686.0	111476641.0	40	trait	blup		0.2044277351881294	9.520987208216177e-18	6:109987242-6:112020414	-2.4	0.0701	1	ENSG00000004809	nerve_tibial
6:109983044-6:112023811	ENSG00000213149_cells_cultured_fibroblasts		ENSG00000213149_cells_cultured_fibroblasts		gtex		6	109858238.0	111859147.0	40	trait	lasso		0.0273551125850629	0.0017421168358784	6:109987242-6:112020414	-2.31	0.0581	1	ENSG00000213149	cells_cultured_fibroblasts
6:109983044-6:112023811	ENSG00000155111_testis		ENSG00000155111_testis		gtex		6	109609977.0	111815958.0	40	trait	lasso		0.1819423643839461	6.804222594918789e-14	6:109987242-6:112020414	2.29	0.0544	1	ENSG00000155111	testis
6:109983044-6:112023811	ENSG00000155111_adipose_subcutaneous		ENSG00000155111_adipose_subcutaneous		gtex		6	109609977.0	111815958.0	40	trait	lasso		0.0819947607538055	1.1168672375827541e-07	6:109987242-6:112020414	-2.24	0.0501	1	ENSG00000155111	adipose_subcutaneous
6:109983044-6:112023811	ENSG00000155111_cells_cultured_fibroblasts		ENSG00000155111_cells_cultured_fibroblasts		gtex		6	109609977.0	111815958.0	40	trait	lasso		0.1284683950076465	2.3499785032126417e-11	6:109987242-6:112020414	-2.23	0.0487	1	ENSG00000155111	cells_cultured_fibroblasts
6:109983044-6:112023811	ENSG00000004809_artery_coronary		ENSG00000004809_artery_coronary		gtex		6	109424686.0	111476641.0	40	trait	enet		0.1384413280458257	1.6161312265090975e-07	6:109987242-6:112020414	-2.02	0.0327	1	ENSG00000004809	artery_coronary
6:109983044-6:112023811	ENSG00000155111_artery_tibial		ENSG00000155111_artery_tibial		gtex		6	109609977.0	111815958.0	40	trait	enet		0.0210074702105196	0.0054075964699653	6:109987242-6:112020414	-1.9	0.0316	1	ENSG00000155111	artery_tibial
6:109983044-6:112023811	ENSG00000155111_artery_aorta		ENSG00000155111_artery_aorta		gtex		6	109609977.0	111815958.0	40	trait	blup		0.0184405701060462	0.0085886448339491	6:109987242-6:112020414	-1.99	0.0312	1	ENSG00000155111	artery_aorta
6:109983044-6:112023811	ENSG00000135587_testis		ENSG00000135587_testis		gtex		6	108441356.0	110443919.0	40	trait	enet		0.2044089348224157	1.3992410978950604e-15	6:109987242-6:112020414	1.32	0.0153	1	ENSG00000135587	testis
11:37095265-11:39360453	ENSG00000254562_testis		ENSG00000254562_testis		gtex		11	37646475.0	39674241.0	10	trait	lasso		0.2968411876083668	4.9346727107889443e-23	11:37097121-11:39353212	-1.92	0.18	1	ENSG00000254562	testis
6:97394408-6:100182270	ENSG00000123552_brain_spinal_cord_cervical_c-1		ENSG00000123552_brain_spinal_cord_cervical_c-1		gtex		6	98432378.0	100521728.0	30	trait	lasso		0.0075063912442419	0.1750823270964147	6:97397823-6:100181310	-2.74	0.0994	1	ENSG00000123552	brain_spinal_cord_cervical_c-1
6:97394408-6:100182270	ENSG00000272017_testis		ENSG00000272017_testis		gtex		6	98568096.0	100569096.0	30	trait	lasso		0.2839370499987476	6.144821045896569e-22	6:97397823-6:100181310	-2.7	0.079	1	ENSG00000272017	testis
6:97394408-6:100182270	ENSG00000123552_testis		ENSG00000123552_testis		gtex		6	98432378.0	100521728.0	30	trait	lasso		0.3960554397321952	3.54658937601539e-32	6:97397823-6:100181310	-2.62	0.0637	1	ENSG00000123552	testis
6:97394408-6:100182270	ENSG00000132423_testis		ENSG00000132423_testis		gtex		6	98369399.0	100394204.0	30	trait	lasso		0.1267004108694147	6.432635875259279e-10	6:97397823-6:100181310	-2.64	0.0589	1	ENSG00000132423	testis
6:97394408-6:100182270	ENSG00000228506_brain_spinal_cord_cervical_c-1		ENSG00000228506_brain_spinal_cord_cervical_c-1		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.5365366650719481	8.28943873019339e-21	6:97397823-6:100181310	-2.38	0.0461	1	ENSG00000228506	brain_spinal_cord_cervical_c-1
6:97394408-6:100182270	ENSG00000123552_esophagus_muscularis		ENSG00000123552_esophagus_muscularis		gtex		6	98432378.0	100521728.0	30	trait	enet		0.075594778652696	3.496175069298685e-07	6:97397823-6:100181310	-1.74	0.0433	1	ENSG00000123552	esophagus_muscularis
6:97394408-6:100182270	ENSG00000219755_brain_spinal_cord_cervical_c-1		ENSG00000219755_brain_spinal_cord_cervical_c-1		gtex		6	98575711.0	100576456.0	30	trait	lasso		0.2807325808431411	6.833665279390168e-10	6:97397823-6:100181310	-2.41	0.0389	1	ENSG00000219755	brain_spinal_cord_cervical_c-1
6:97394408-6:100182270	ENSG00000228506_cells_ebv-transformed_lymphocytes		ENSG00000228506_cells_ebv-transformed_lymphocytes		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.5499882485486718	1.036126478189348e-21	6:97397823-6:100181310	-2.33	0.0377	1	ENSG00000228506	cells_ebv-transformed_lymphocytes
6:97394408-6:100182270	ENSG00000228506_esophagus_mucosa		ENSG00000228506_esophagus_mucosa		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.4367858735463278	9.28838983668445e-42	6:97397823-6:100181310	-2.19	0.0314	1	ENSG00000228506	esophagus_mucosa
6:97394408-6:100182270	ENSG00000228506_skin_sun_exposed_lower_leg		ENSG00000228506_skin_sun_exposed_lower_leg		gtex		6	98424921.0	100431373.0	30	trait	enet		0.5661220267159388	7.889017960170339e-60	6:97397823-6:100181310	-2.19	0.0308	1	ENSG00000228506	skin_sun_exposed_lower_leg
6:97394408-6:100182270	ENSG00000228506_uterus		ENSG00000228506_uterus		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.5090577205383833	2.739589253592956e-18	6:97397823-6:100181310	-2.16	0.0305	1	ENSG00000228506	uterus
6:97394408-6:100182270	ENSG00000228506_artery_aorta		ENSG00000228506_artery_aorta		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.482593387053862	1.2271832275241412e-47	6:97397823-6:100181310	-2.16	0.0299	1	ENSG00000228506	artery_aorta
6:97394408-6:100182270	ENSG00000228506_pituitary		ENSG00000228506_pituitary		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.5311673970762091	6.184489977924443e-38	6:97397823-6:100181310	-2.15	0.0294	1	ENSG00000228506	pituitary
6:97394408-6:100182270	ENSG00000228506_prostate		ENSG00000228506_prostate		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.5036207211387338	5.161588287392308e-30	6:97397823-6:100181310	-2.13	0.0292	1	ENSG00000228506	prostate
6:97394408-6:100182270	ENSG00000228506_vagina		ENSG00000228506_vagina		gtex		6	98424921.0	100431373.0	30	trait	enet		0.5060512992469905	2.5639607911691942e-20	6:97397823-6:100181310	-2.18	0.0288	1	ENSG00000228506	vagina
6:97394408-6:100182270	ENSG00000228506_nerve_tibial		ENSG00000228506_nerve_tibial		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.5679320921021838	4.051928995239076e-60	6:97397823-6:100181310	-2.11	0.0288	1	ENSG00000228506	nerve_tibial
6:97394408-6:100182270	ENSG00000146267_cells_cultured_fibroblasts		ENSG00000146267_cells_cultured_fibroblasts		gtex		6	98271168.0	100350062.0	30	trait	enet		0.1028282140041781	2.6185842747502882e-09	6:97397823-6:100181310	2.23	0.0284	1	ENSG00000146267	cells_cultured_fibroblasts
6:97394408-6:100182270	ENSG00000228506_liver		ENSG00000228506_liver		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.2728851493118958	2.0131898990427044e-14	6:97397823-6:100181310	-2.1	0.0281	1	ENSG00000228506	liver
6:97394408-6:100182270	ENSG00000228506_artery_tibial		ENSG00000228506_artery_tibial		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.5053376762646486	9.438792177645319e-51	6:97397823-6:100181310	-2.08	0.0275	1	ENSG00000228506	artery_tibial
6:97394408-6:100182270	ENSG00000228506_whole_blood		ENSG00000228506_whole_blood		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.2630135936584062	4.406226108214751e-23	6:97397823-6:100181310	-2.06	0.0274	1	ENSG00000228506	whole_blood
6:97394408-6:100182270	ENSG00000228506_adipose_subcutaneous		ENSG00000228506_adipose_subcutaneous		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.5914696653776095	5.381215309945116e-64	6:97397823-6:100181310	-2.09	0.0273	1	ENSG00000228506	adipose_subcutaneous
6:97394408-6:100182270	ENSG00000228506_muscle_skeletal		ENSG00000228506_muscle_skeletal		gtex		6	98424921.0	100431373.0	30	trait	enet		0.4957392217091698	2.0233665364176354e-49	6:97397823-6:100181310	-2.11	0.0272	1	ENSG00000228506	muscle_skeletal
6:97394408-6:100182270	ENSG00000228506_brain_substantia_nigra		ENSG00000228506_brain_substantia_nigra		gtex		6	98424921.0	100431373.0	30	trait	enet		0.4373612527529477	3.125272080673659e-14	6:97397823-6:100181310	-2.12	0.027	1	ENSG00000228506	brain_substantia_nigra
6:97394408-6:100182270	ENSG00000228506_thyroid		ENSG00000228506_thyroid		gtex		6	98424921.0	100431373.0	30	trait	enet		0.5789442074762994	6.6190123623795765e-62	6:97397823-6:100181310	-2.08	0.0262	1	ENSG00000228506	thyroid
6:97394408-6:100182270	ENSG00000228506_artery_coronary		ENSG00000228506_artery_coronary		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.413675011195714	1.2898662370637498e-22	6:97397823-6:100181310	-2.02	0.0261	1	ENSG00000228506	artery_coronary
6:97394408-6:100182270	ENSG00000112237_breast_mammary_tissue		ENSG00000112237_breast_mammary_tissue		gtex		6	98542379.0	100567038.0	30	trait	enet		0.0206274683886685	0.0057897403062794	6:97397823-6:100181310	-1.34	0.0258	1	ENSG00000112237	breast_mammary_tissue
6:97394408-6:100182270	ENSG00000228506_lung		ENSG00000228506_lung		gtex		6	98424921.0	100431373.0	30	trait	enet		0.4786124431281984	4.168068943574838e-47	6:97397823-6:100181310	-2.05	0.0253	1	ENSG00000228506	lung
6:97394408-6:100182270	ENSG00000228506_spleen		ENSG00000228506_spleen		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.4931232562130152	5.0360394971200745e-29	6:97397823-6:100181310	-1.97	0.0252	1	ENSG00000228506	spleen
6:97394408-6:100182270	ENSG00000228506_minor_salivary_gland		ENSG00000228506_minor_salivary_gland		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.4575805140441781	2.5550467918622505e-17	6:97397823-6:100181310	-1.95	0.0248	1	ENSG00000228506	minor_salivary_gland
6:97394408-6:100182270	ENSG00000228506_ovary		ENSG00000228506_ovary		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.4147744517978077	5.557185036131901e-18	6:97397823-6:100181310	-1.94	0.0245	1	ENSG00000228506	ovary
6:97394408-6:100182270	ENSG00000228506_brain_basalganglia		ENSG00000228506_brain_basalganglia		gtex		6	98424921.0	100431373.0	30	trait	meta				6:97397823-6:100181310	-1.93	0.0245	1	ENSG00000228506	brain_basalganglia
6:97394408-6:100182270	ENSG00000228506_colon_sigmoid		ENSG00000228506_colon_sigmoid		gtex		6	98424921.0	100431373.0	30	trait	meta				6:97397823-6:100181310	-1.92	0.0242	1	ENSG00000228506	colon_sigmoid
6:97394408-6:100182270	ENSG00000228506_adrenal_gland		ENSG00000228506_adrenal_gland		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.5002183025402396	7.293286261562405e-32	6:97397823-6:100181310	-1.92	0.0242	1	ENSG00000228506	adrenal_gland
6:97394408-6:100182270	ENSG00000228506_pancreas		ENSG00000228506_pancreas		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.3568950250374023	5.498100957618903e-26	6:97397823-6:100181310	-1.92	0.0242	1	ENSG00000228506	pancreas
6:97394408-6:100182270	ENSG00000228506_brain_cortex		ENSG00000228506_brain_cortex		gtex		6	98424921.0	100431373.0	30	trait	meta				6:97397823-6:100181310	-1.91	0.0241	1	ENSG00000228506	brain_cortex
6:97394408-6:100182270	ENSG00000228506_heart_left_ventricle		ENSG00000228506_heart_left_ventricle		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.429484266956197	7.260778912402091e-41	6:97397823-6:100181310	-1.91	0.0241	1	ENSG00000228506	heart_left_ventricle
6:97394408-6:100182270	ENSG00000228506_colon_transverse		ENSG00000228506_colon_transverse		gtex		6	98424921.0	100431373.0	30	trait	meta				6:97397823-6:100181310	-1.91	0.0241	1	ENSG00000228506	colon_transverse
6:97394408-6:100182270	ENSG00000228506_breast_mammary_tissue		ENSG00000228506_breast_mammary_tissue		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.5488315549220674	3.9999432827030964e-57	6:97397823-6:100181310	-1.91	0.024	1	ENSG00000228506	breast_mammary_tissue
6:97394408-6:100182270	ENSG00000228506_stomach		ENSG00000228506_stomach		gtex		6	98424921.0	100431373.0	30	trait	enet		0.4580159392747813	1.3349468886010637e-37	6:97397823-6:100181310	-1.98	0.024	1	ENSG00000228506	stomach
6:97394408-6:100182270	ENSG00000228506_esophagus_muscularis		ENSG00000228506_esophagus_muscularis		gtex		6	98424921.0	100431373.0	30	trait	lasso		0.4459465621342654	6.7787152016243825e-43	6:97397823-6:100181310	-1.92	0.0236	1	ENSG00000228506	esophagus_muscularis
6:100182270-6:102188897	ENSG00000123552_artery_aorta		ENSG00000123552_artery_aorta		gtex		6	98432378.0	100521728.0	9	trait	lasso		0.0727751521875544	5.77124086526134e-07	6:100185261-6:102186784	-2.46	0.259	1	ENSG00000123552	artery_aorta
6:100182270-6:102188897	ENSG00000123552_adipose_visceral_omentum		ENSG00000123552_adipose_visceral_omentum		gtex		6	98432378.0	100521728.0	9	trait	enet		0.0918736057456143	1.8988562619017797e-08	6:100185261-6:102186784	-2.74	0.172	1	ENSG00000123552	adipose_visceral_omentum
6:100182270-6:102188897	ENSG00000260000_brain_cerebellum		ENSG00000260000_brain_cerebellum		gtex		6	99881470.0	101882987.0	9	trait	meta				6:100185261-6:102186784	-2.17	0.118	1	ENSG00000260000	brain_cerebellum
6:100182270-6:102188897	ENSG00000112249_brain_cerebellum		ENSG00000112249_brain_cerebellum		gtex		6	99508193.0	101881372.0	9	trait	meta				6:100185261-6:102186784	-1.93	0.0804	1	ENSG00000112249	brain_cerebellum
6:100182270-6:102188897	ENSG00000112249_artery_tibial		ENSG00000112249_artery_tibial		gtex		6	99508193.0	101881372.0	9	trait	lasso		0.0734769215425023	5.094816557230654e-07	6:100185261-6:102186784	2.14	0.0795	1	ENSG00000112249	artery_tibial
6:100182270-6:102188897	ENSG00000112249_testis		ENSG00000112249_testis		gtex		6	99508193.0	101881372.0	9	trait	blup		0.0062204214969336	0.0997698623447563	6:100185261-6:102186784	-2.18	0.0716	1	ENSG00000112249	testis
6:100182270-6:102188897	ENSG00000260000_vagina		ENSG00000260000_vagina		gtex		6	99881470.0	101882987.0	9	trait	enet		0.0233525048217755	0.0507802196311736	6:100185261-6:102186784	-1.97	0.0651	1	ENSG00000260000	vagina
6:100182270-6:102188897	ENSG00000260000_brain_cortex		ENSG00000260000_brain_cortex		gtex		6	99881470.0	101882987.0	9	trait	meta				6:100185261-6:102186784	1.9	0.0523	1	ENSG00000260000	brain_cortex
6:100182270-6:102188897	ENSG00000112249_ovary		ENSG00000112249_ovary		gtex		6	99508193.0	101881372.0	9	trait	lasso		0.1065798626302276	4.891991994526391e-05	6:100185261-6:102186784	-1.84	0.0521	1	ENSG00000112249	ovary
4:37253425-4:38905401	ENSG00000174125_liver		ENSG00000174125_liver		gtex		4	37790676.0	39805578.0	28	trait	lasso		0.0723114155879606	0.0001369966155619	4:37253667-4:38904581	4.3	1.0	1	ENSG00000174125	liver
4:37253425-4:38905401	ENSG00000174130_pituitary		ENSG00000174130_pituitary		gtex		4	37823714.0	39843791.0	28	trait	lasso		0.0679281548962279	5.41832800338016e-05	4:37253667-4:38904581	-6.82	1.0	1	ENSG00000174130	pituitary
4:37253425-4:38905401	ENSG00000197712_brain_substantia_nigra		ENSG00000197712_brain_substantia_nigra		gtex		4	37867676.0	39945739.0	28	trait	lasso		0.0246936627774608	0.0631403295594282	4:37253667-4:38904581	-8.33	0.976	1	ENSG00000197712	brain_substantia_nigra
4:38905401-4:40200989	ENSG00000231160_brain_spinal_cord_cervical_c-1		ENSG00000231160_brain_spinal_cord_cervical_c-1		gtex		4	37612700.0	39664883.0	37	trait	lasso		0.1913639001197732	6.072209746850934e-07	4:38908038-4:40200519	-4.16	0.358	1	ENSG00000231160	brain_spinal_cord_cervical_c-1
4:38905401-4:40200989	ENSG00000197712_brain_limbic		ENSG00000197712_brain_limbic		gtex		4	37867676.0	39945739.0	37	trait	meta				4:38908038-4:40200519	-4.14	0.342	1	ENSG00000197712	brain_limbic
4:38905401-4:40200989	ENSG00000231160_brain_basalganglia		ENSG00000231160_brain_basalganglia		gtex		4	37612700.0	39664883.0	37	trait	meta				4:38908038-4:40200519	3.44	0.211	1	ENSG00000231160	brain_basalganglia
4:38905401-4:40200989	ENSG00000231160_brain_cerebellum		ENSG00000231160_brain_cerebellum		gtex		4	37612700.0	39664883.0	37	trait	meta				4:38908038-4:40200519	3.82	0.152	1	ENSG00000231160	brain_cerebellum
4:38905401-4:40200989	ENSG00000163682_whole_blood		ENSG00000163682_whole_blood		gtex		4	38454123.0	40458586.0	37	trait	enet		0.2792608563684726	1.2363615037646884e-24	4:38908038-4:40200519	-3.24	0.134	1	ENSG00000163682	whole_blood
4:38905401-4:40200989	ENSG00000078140_whole_blood		ENSG00000078140_whole_blood		gtex		4	38698043.0	40782792.0	37	trait	enet		0.0392250100717656	0.0002142569616215	4:38908038-4:40200519	-3.38	0.103	1	ENSG00000078140	whole_blood
4:38905401-4:40200989	ENSG00000078140_pituitary		ENSG00000078140_pituitary		gtex		4	38698043.0	40782792.0	37	trait	enet		0.093246361350052	2.3493782676259526e-06	4:38908038-4:40200519	-3.3	0.0659	1	ENSG00000078140	pituitary
4:38905401-4:40200989	ENSG00000163682_minor_salivary_gland		ENSG00000163682_minor_salivary_gland		gtex		4	38454123.0	40458586.0	37	trait	lasso		0.500365752963442	2.0861950375808364e-19	4:38908038-4:40200519	-2.82	0.0379	1	ENSG00000163682	minor_salivary_gland
4:38905401-4:40200989	ENSG00000163682_artery_aorta		ENSG00000163682_artery_aorta		gtex		4	38454123.0	40458586.0	37	trait	lasso		0.5659770538886485	8.320445941504707e-60	4:38908038-4:40200519	-2.8	0.0366	1	ENSG00000163682	artery_aorta
4:38905401-4:40200989	ENSG00000260296_nerve_tibial		ENSG00000260296_nerve_tibial		gtex		4	39166674.0	41167831.0	37	trait	enet		0.0444729988253702	8.513167901920306e-05	4:38908038-4:40200519	-2.59	0.0343	1	ENSG00000260296	nerve_tibial
4:38905401-4:40200989	ENSG00000134962_brain_substantia_nigra		ENSG00000134962_brain_substantia_nigra		gtex		4	38406852.0	40451536.0	37	trait	lasso		0.3300936798000196	2.008565667588021e-10	4:38908038-4:40200519	2.75	0.0328	1	ENSG00000134962	brain_substantia_nigra
4:38905401-4:40200989	ENSG00000078140_testis		ENSG00000078140_testis		gtex		4	38698043.0	40782792.0	37	trait	lasso		0.2052799782969677	1.2011583306591484e-15	4:38908038-4:40200519	-2.62	0.0323	1	ENSG00000078140	testis
4:38905401-4:40200989	ENSG00000197712_adipose_subcutaneous		ENSG00000197712_adipose_subcutaneous		gtex		4	37867676.0	39945739.0	37	trait	lasso		0.3427041754887636	4.855720305098943e-31	4:38908038-4:40200519	-2.29	0.0317	1	ENSG00000197712	adipose_subcutaneous
4:38905401-4:40200989	ENSG00000163682_lung		ENSG00000163682_lung		gtex		4	38454123.0	40458586.0	37	trait	lasso		0.6213603573408655	2.975913574750101e-69	4:38908038-4:40200519	-2.73	0.0291	1	ENSG00000163682	lung
4:38905401-4:40200989	ENSG00000163682_skin_not_sun_exposed_suprapubic		ENSG00000163682_skin_not_sun_exposed_suprapubic		gtex		4	38454123.0	40458586.0	37	trait	lasso		0.669964634326955	9.346972250901474e-79	4:38908038-4:40200519	-2.25	0.02	1	ENSG00000163682	skin_not_sun_exposed_suprapubic
4:38905401-4:40200989	ENSG00000078177_muscle_skeletal		ENSG00000078177_muscle_skeletal		gtex		4	39056825.0	41158252.0	37	trait	lasso		0.1440175436453007	1.2726513746475817e-12	4:38908038-4:40200519	2.38	0.0197	1	ENSG00000078177	muscle_skeletal
4:38905401-4:40200989	ENSG00000109790_muscle_skeletal		ENSG00000109790_muscle_skeletal		gtex		4	38045038.0	40126857.0	37	trait	lasso		0.013062182619712	0.0229610985893524	4:38908038-4:40200519	-2.4	0.0197	1	ENSG00000109790	muscle_skeletal
4:38905401-4:40200989	ENSG00000163682_adipose_subcutaneous		ENSG00000163682_adipose_subcutaneous		gtex		4	38454123.0	40458586.0	37	trait	lasso		0.6116378362658794	1.6893336323457207e-67	4:38908038-4:40200519	-2.65	0.0193	1	ENSG00000163682	adipose_subcutaneous
4:38905401-4:40200989	ENSG00000163682_cells_cultured_fibroblasts		ENSG00000163682_cells_cultured_fibroblasts		gtex		4	38454123.0	40458586.0	37	trait	lasso		0.574270087687389	3.844622400045793e-61	4:38908038-4:40200519	-2.66	0.019	1	ENSG00000163682	cells_cultured_fibroblasts
4:38905401-4:40200989	ENSG00000163682_esophagus_mucosa		ENSG00000163682_esophagus_mucosa		gtex		4	38454123.0	40458586.0	37	trait	lasso		0.6410854276010086	5.923392690413869e-73	4:38908038-4:40200519	-2.62	0.0175	1	ENSG00000163682	esophagus_mucosa
4:38905401-4:40200989	ENSG00000163682_brain_basalganglia		ENSG00000163682_brain_basalganglia		gtex		4	38454123.0	40458586.0	37	trait	meta				4:38908038-4:40200519	-2.35	0.017	1	ENSG00000163682	brain_basalganglia
4:38905401-4:40200989	ENSG00000163682_pancreas		ENSG00000163682_pancreas		gtex		4	38454123.0	40458586.0	37	trait	lasso		0.5599872620821866	1.103762413310919e-46	4:38908038-4:40200519	-2.62	0.0167	1	ENSG00000163682	pancreas
4:38905401-4:40200989	ENSG00000163682_pituitary		ENSG00000163682_pituitary		gtex		4	38454123.0	40458586.0	37	trait	lasso		0.6267316415845413	9.238070347682332e-49	4:38908038-4:40200519	-2.6	0.0164	1	ENSG00000163682	pituitary
4:38905401-4:40200989	ENSG00000163683_esophagus_muscularis		ENSG00000163683_esophagus_muscularis		gtex		4	38546329.0	40639090.0	37	trait	lasso		0.0748049042086076	4.0235653987909124e-07	4:38908038-4:40200519	-2.54	0.0163	1	ENSG00000163683	esophagus_muscularis
4:38905401-4:40200989	ENSG00000163682_adipose_visceral_omentum		ENSG00000163682_adipose_visceral_omentum		gtex		4	38454123.0	40458586.0	37	trait	lasso		0.6925697651369871	1.159185301134671e-83	4:38908038-4:40200519	-2.58	0.0163	1	ENSG00000163682	adipose_visceral_omentum
4:38905401-4:40200989	ENSG00000163682_adrenal_gland		ENSG00000163682_adrenal_gland		gtex		4	38454123.0	40458586.0	37	trait	lasso		0.5700695612641354	2.304017169288837e-38	4:38908038-4:40200519	-2.6	0.0162	1	ENSG00000163682	adrenal_gland
4:38905401-4:40200989	ENSG00000163682_heart_left_ventricle		ENSG00000163682_heart_left_ventricle		gtex		4	38454123.0	40458586.0	37	trait	lasso		0.5978268851191345	4.421833153234268e-65	4:38908038-4:40200519	-2.59	0.0159	1	ENSG00000163682	heart_left_ventricle
4:38905401-4:40200989	ENSG00000163682_thyroid		ENSG00000163682_thyroid		gtex		4	38454123.0	40458586.0	37	trait	lasso		0.6264370934325014	3.4655187032717934e-70	4:38908038-4:40200519	-2.55	0.0157	1	ENSG00000163682	thyroid
4:38905401-4:40200989	ENSG00000163683_cells_cultured_fibroblasts		ENSG00000163683_cells_cultured_fibroblasts		gtex		4	38546329.0	40639090.0	37	trait	lasso		0.1972675840386609	4.02512081826683e-17	4:38908038-4:40200519	-2.49	0.0152	1	ENSG00000163683	cells_cultured_fibroblasts
4:38905401-4:40200989	ENSG00000163682_muscle_skeletal		ENSG00000163682_muscle_skeletal		gtex		4	38454123.0	40458586.0	37	trait	lasso		0.6142160839854454	5.8460354944646956e-68	4:38908038-4:40200519	-2.54	0.015	1	ENSG00000163682	muscle_skeletal
4:38905401-4:40200989	ENSG00000163682_spleen		ENSG00000163682_spleen		gtex		4	38454123.0	40458586.0	37	trait	lasso		0.552998272592931	4.8159721976054735e-34	4:38908038-4:40200519	-2.56	0.0146	1	ENSG00000163682	spleen
4:38905401-4:40200989	ENSG00000163682_breast_mammary_tissue		ENSG00000163682_breast_mammary_tissue		gtex		4	38454123.0	40458586.0	37	trait	lasso		0.6236446234975765	1.1349852336720492e-69	4:38908038-4:40200519	-2.39	0.0143	1	ENSG00000163682	breast_mammary_tissue
4:38905401-4:40200989	ENSG00000163682_stomach		ENSG00000163682_stomach		gtex		4	38454123.0	40458586.0	37	trait	enet		0.6017636529292769	1.581400058232318e-55	4:38908038-4:40200519	-2.63	0.0142	1	ENSG00000163682	stomach
