chrom	start	stop	strand	gencode_id	encode_id	gene_name	type
5	83052846	83077863	-	ENSG00000174695.9	ENSG00000174695	TMEM167A	protein_coding
5	83064204	83064337	-	ENSG00000238835.1	ENSG00000238835	SCARNA18	snoRNA
5	83077498	83353787	+	ENSG00000152422.15	ENSG00000152422	XRCC4	protein_coding
5	83201229	83202141	+	ENSG00000243385.2	ENSG00000243385	CTD-2110K23.1	processed_pseudogene
5	83279921	83280644	-	ENSG00000251552.1	ENSG00000251552	COQ10BP2	processed_pseudogene
5	83426676	83427030	+	ENSG00000251395.1	ENSG00000251395	FTH1P9	processed_pseudogene
5	83471465	83582303	+	ENSG00000038427.15	ENSG00000038427	VCAN	protein_coding
5	83531352	83562314	-	ENSG00000249835.2	ENSG00000249835	VCAN-AS1	antisense
5	83637805	83721613	-	ENSG00000145681.10	ENSG00000145681	HAPLN1	protein_coding
5	83685866	83686018	+	ENSG00000253073.1	ENSG00000253073	RN7SKP295	misc_RNA
5	83703448	83703543	+	ENSG00000206744.1	ENSG00000206744	RNU6-620P	snRNA
5	83746388	83746989	-	ENSG00000242858.1	ENSG00000242858	CTC-484M2.1	processed_pseudogene
5	83803554	83803685	+	ENSG00000202157.1	ENSG00000202157	RNU4-11P	snRNA
5	83875166	83875821	-	ENSG00000250013.1	ENSG00000250013	RP11-456A14.1	processed_pseudogene
5	83940554	84384793	-	ENSG00000164176.12	ENSG00000164176	EDIL3	protein_coding
5	84196883	84196989	+	ENSG00000252861.1	ENSG00000252861	RNU6-448P	snRNA
5	84384847	84490765	+	ENSG00000250320.5	ENSG00000250320	CTD-2269F5.1	antisense
5	84999812	85000315	-	ENSG00000214853.5	ENSG00000214853	RP11-509M23.1	processed_pseudogene
5	85112342	85112756	-	ENSG00000249349.1	ENSG00000249349	CTC-384G19.1	lincRNA
5	85190629	85190830	-	ENSG00000248674.1	ENSG00000248674	RBBP4P6	processed_pseudogene
5	85210060	85210903	-	ENSG00000250253.3	ENSG00000250253	RP11-1072N2.2	processed_pseudogene
5	85212958	85213614	-	ENSG00000249792.1	ENSG00000249792	RP11-1072N2.3	lincRNA
5	85237681	85238074	-	ENSG00000248170.1	ENSG00000248170	RP11-1072N2.4	processed_pseudogene
5	85420028	85420451	-	ENSG00000248667.1	ENSG00000248667	CTD-2331D11.2	lincRNA
5	85429702	85430184	+	ENSG00000249023.1	ENSG00000249023	CTD-2331D11.3	lincRNA
5	85446974	85447758	+	ENSG00000249842.1	ENSG00000249842	CTD-2331D11.4	lincRNA
5	85464434	85465310	+	ENSG00000243859.3	ENSG00000243859	RPL5P17	processed_pseudogene
5	85549409	85549952	+	ENSG00000251066.1	ENSG00000251066	CTC-534B23.1	processed_pseudogene
5	85663232	85664684	+	ENSG00000250874.1	ENSG00000250874	CTC-480C2.1	lincRNA
5	85762559	85763138	+	ENSG00000241965.2	ENSG00000241965	RPS2P25	processed_pseudogene
5	85848502	85849199	+	ENSG00000249153.1	ENSG00000249153	CTD-2036A18.2	lincRNA
5	86087526	86087847	+	ENSG00000250359.1	ENSG00000250359	PTP4A1P4	processed_pseudogene
5	86282460	86296463	+	ENSG00000205449.11	ENSG00000205449	NBPF22P	transcribed_unprocessed_pseudogene
5	86305233	86306149	-	ENSG00000280009.1	ENSG00000280009	CTD-2123J17.2	TEC
5	86335024	86335808	+	ENSG00000248195.1	ENSG00000248195	CTC-261N6.3	lincRNA
5	86353803	86368854	+	ENSG00000248363.5	ENSG00000248363	CTC-261N6.1	lincRNA
5	86380660	86381426	-	ENSG00000250124.1	ENSG00000250124	CTC-261N6.2	lincRNA
5	86402465	86402960	+	ENSG00000251585.1	ENSG00000251585	CTD-2299E8.1	processed_pseudogene
5	86617904	86620962	+	ENSG00000127184.12	ENSG00000127184	COX7C	protein_coding
5	86663144	86663250	-	ENSG00000207013.1	ENSG00000207013	RNU6-804P	snRNA
5	86746818	86749772	+	ENSG00000250544.1	ENSG00000250544	LINC02059	lincRNA
5	86797685	86800280	+	ENSG00000248701.1	ENSG00000248701	CTC-493L21.2	lincRNA
5	86884231	86884881	-	ENSG00000242477.1	ENSG00000242477	CTD-2161E19.1	processed_pseudogene
5	86967321	87137712	+	ENSG00000249061.1	ENSG00000249061	RP11-72L22.1	lincRNA
5	87102603	87102846	-	ENSG00000251951.1	ENSG00000251951	RN7SKP34	misc_RNA
5	87114879	87114954	-	ENSG00000265919.1	ENSG00000265919	MIR4280	miRNA
5	87205408	87240145	-	ENSG00000233828.3	ENSG00000233828	LINC01949	lincRNA
5	87267888	87391931	+	ENSG00000145715.14	ENSG00000145715	RASA1	protein_coding
5	87294189	87294473	-	ENSG00000241243.3	ENSG00000241243	RN7SL629P	misc_RNA
5	87299687	87299797	-	ENSG00000207452.1	ENSG00000207452	RNU6-606P	snRNA
5	87376256	87377180	-	ENSG00000272367.1	ENSG00000272367	CTC-428H11.2	antisense
5	87392707	87413019	-	ENSG00000134480.13	ENSG00000134480	CCNH	protein_coding
5	87420341	87420447	-	ENSG00000200462.1	ENSG00000200462	RNU6-727P	snRNA
5	87662042	87679147	+	ENSG00000249362.1	ENSG00000249362	CTD-2316B1.1	lincRNA
5	87713135	87733269	-	ENSG00000248708.1	ENSG00000248708	LINC02144	lincRNA
5	88189633	88269467	-	ENSG00000164180.13	ENSG00000164180	TMEM161B	protein_coding
5	88269071	88436685	+	ENSG00000247828.7	ENSG00000247828	TMEM161B-AS1	antisense
5	88274258	88274376	-	ENSG00000207129.1	ENSG00000207129	RNA5SP187	rRNA
5	88381957	88382725	+	ENSG00000240083.2	ENSG00000240083	RPS3AP22	processed_pseudogene
5	88382772	88382907	+	ENSG00000206958.1	ENSG00000206958	SNORA70	snoRNA
5	88382948	88383260	+	ENSG00000250306.1	ENSG00000250306	CTC-498M16.3	processed_pseudogene
5	88408982	88439090	-	ENSG00000250156.3	ENSG00000250156	LINC02060	lincRNA
5	88433892	88498697	-	ENSG00000271904.1	ENSG00000271904	CTC-498M16.4	lincRNA
5	88507546	88691041	-	ENSG00000245526.10	ENSG00000245526	LINC00461	lincRNA
5	88602780	88603117	+	ENSG00000250705.1	ENSG00000250705	CTC-470C15.1	processed_pseudogene
5	88705523	88712865	+	ENSG00000245864.2	ENSG00000245864	CTC-467M3.1	antisense
5	88692645	88693972	-	ENSG00000250377.1	ENSG00000250377	CTC-467M3.3	lincRNA
5	88717117	88904257	-	ENSG00000081189.15	ENSG00000081189	MEF2C	protein_coding
5	88883467	89466398	+	ENSG00000248309.7	ENSG00000248309	MEF2C-AS1	antisense
5	89466537	89470039	-	ENSG00000250831.1	ENSG00000250831	CTD-2232E5.2	lincRNA
5	89581209	89677701	+	ENSG00000250437.1	ENSG00000250437	LINC02161	lincRNA
5	89900664	89904908	+	ENSG00000214942.4	ENSG00000214942	AC113167.1	lincRNA
5	89944910	89947573	+	ENSG00000249265.1	ENSG00000249265	AC113167.2	lincRNA
5	90016621	90016720	-	ENSG00000264342.3	ENSG00000264342	MIR3660	miRNA
5	90158339	90290071	-	ENSG00000248555.6	ENSG00000248555	LINC01339	processed_transcript
5	90353037	90356609	-	ENSG00000253321.1	ENSG00000253321	RP11-61G23.2	lincRNA
5	90388468	90389363	-	ENSG00000260871.1	ENSG00000260871	CTD-2373J6.1	sense_overlapping
5	90392261	90409786	-	ENSG00000153140.8	ENSG00000153140	CETN3	protein_coding
5	90410000	90410669	+	ENSG00000255647.3	ENSG00000255647	CTD-2373J6.2	processed_transcript
5	90458203	90474768	-	ENSG00000176055.9	ENSG00000176055	MBLAC2	protein_coding
5	90471748	90514553	+	ENSG00000113356.11	ENSG00000113356	POLR3G	protein_coding
5	90515611	90529584	-	ENSG00000176018.12	ENSG00000176018	LYSMD3	protein_coding
5	90529344	91164437	+	ENSG00000164199.16	ENSG00000164199	ADGRV1	protein_coding
5	91030990	91031307	-	ENSG00000249514.1	ENSG00000249514	TMEM251P1	processed_pseudogene
5	91223419	91223967	+	ENSG00000212930.3	ENSG00000212930	RP11-414H23.2	lincRNA
5	91226475	91227071	-	ENSG00000251093.1	ENSG00000251093	RP11-414H23.3	lincRNA
5	91270727	91270867	+	ENSG00000199643.1	ENSG00000199643	RNU4-90P	snRNA
5	91280097	91281142	-	ENSG00000234292.3	ENSG00000234292	RP11-213H15.1	lincRNA
5	91303029	91314331	-	ENSG00000248323.5	ENSG00000248323	LUCAT1	lincRNA
5	91314716	91314997	-	ENSG00000277001.1	ENSG00000277001	Metazoa_SRP	misc_RNA
5	91354478	91354934	+	ENSG00000240388.2	ENSG00000240388	CTD-2061E19.1	processed_pseudogene
5	91355380	91356026	+	ENSG00000241059.2	ENSG00000241059	CTD-2061E19.6	antisense
5	91368724	91383359	-	ENSG00000113369.8	ENSG00000113369	ARRDC3	protein_coding
5	91380349	91439085	+	ENSG00000281357.2	ENSG00000281357	ARRDC3-AS1	lincRNA
5	91476382	91477018	+	ENSG00000251356.1	ENSG00000251356	RAB5CP2	processed_pseudogene
5	91843687	91844529	-	ENSG00000248826.2	ENSG00000248826	PCBP2P3	processed_pseudogene
5	92082597	92479426	+	ENSG00000250049.5	ENSG00000250049	RP11-348J24.2	lincRNA
5	92329230	92332584	+	ENSG00000248864.1	ENSG00000248864	RP11-348J24.1	lincRNA
5	92410256	92660863	-	ENSG00000249776.5	ENSG00000249776	RP11-133F8.2	lincRNA
5	92654848	92679141	+	ENSG00000249169.1	ENSG00000249169	CTC-529L17.1	lincRNA
5	92675956	92688254	-	ENSG00000249984.1	ENSG00000249984	CTC-529L17.2	lincRNA
5	92826255	92844004	+	ENSG00000248588.1	ENSG00000248588	CTC-458G6.4	lincRNA
5	92840807	92841628	-	ENSG00000248950.1	ENSG00000248950	LDHBP3	processed_pseudogene
5	92889387	92890840	-	ENSG00000249958.1	ENSG00000249958	CCT7P2	processed_pseudogene
5	92907180	92939591	-	ENSG00000248528.1	ENSG00000248528	LINC02058	lincRNA
5	93019663	93068669	-	ENSG00000251361.1	ENSG00000251361	CTD-2091N23.1	lincRNA
5	93267429	93268425	+	ENSG00000213730.3	ENSG00000213730	POLD2P1	processed_pseudogene
5	93409359	93585648	-	ENSG00000237187.8	ENSG00000237187	NR2F1-AS1	antisense
5	93583337	93594615	+	ENSG00000175745.11	ENSG00000175745	NR2F1	protein_coding
5	93600357	93603598	+	ENSG00000278905.1	ENSG00000278905	RP11-65F13.3	TEC
5	93618069	94111699	-	ENSG00000113391.18	ENSG00000113391	FAM172A	protein_coding
5	93682838	93683667	-	ENSG00000249353.2	ENSG00000249353	NPM1P27	processed_pseudogene
5	93733220	93741637	-	ENSG00000248483.6	ENSG00000248483	POU5F2	protein_coding
5	93741640	93743500	+	ENSG00000272406.1	ENSG00000272406	RP11-185E12.2	lincRNA
5	93860669	93863825	-	ENSG00000251023.1	ENSG00000251023	RP11-549J18.1	sense_intronic
5	94152966	94582583	-	ENSG00000185261.14	ENSG00000185261	KIAA0825	protein_coding
5	94567461	94568909	+	ENSG00000251544.1	ENSG00000251544	MTND5P12	processed_pseudogene
5	94568929	94569470	-	ENSG00000254132.1	ENSG00000254132	MTND6P3	processed_pseudogene
5	94569540	94570676	+	ENSG00000251340.1	ENSG00000251340	MTCYBP35	processed_pseudogene
5	94592771	94594791	+	ENSG00000232578.4	ENSG00000232578	CTC-303L1.1	processed_pseudogene
5	94611906	94618122	-	ENSG00000270133.1	ENSG00000270133	CTC-303L1.2	sense_intronic
5	94618347	94739436	+	ENSG00000133302.12	ENSG00000133302	SLF1	protein_coding
5	94703741	95284575	-	ENSG00000175471.19	ENSG00000175471	MCTP1	protein_coding
5	94788789	94793599	+	ENSG00000249175.1	ENSG00000249175	CTC-484P3.3	antisense
5	94825961	94826694	-	ENSG00000243806.1	ENSG00000243806	RPL7P18	processed_pseudogene
5	94877599	94877777	-	ENSG00000276514.1	ENSG00000276514	uc_338	misc_RNA
5	94979151	94980893	+	ENSG00000249545.1	ENSG00000249545	CTC-558O19.1	antisense
5	95391344	95450454	+	ENSG00000153347.9	ENSG00000153347	FAM81B	protein_coding
5	95440044	95440687	+	ENSG00000225165.3	ENSG00000225165	CTD-2538A21.1	processed_pseudogene
5	95463895	95555007	-	ENSG00000198677.10	ENSG00000198677	TTC37	protein_coding
5	95521369	95521475	+	ENSG00000212259.1	ENSG00000212259	RNU6-308P	snRNA
5	95555074	95605064	+	ENSG00000164291.16	ENSG00000164291	ARSK	protein_coding
5	95620078	95622142	+	ENSG00000178015.4	ENSG00000178015	GPR150	protein_coding
5	95646754	95684773	+	ENSG00000175449.13	ENSG00000175449	RFESD	protein_coding
5	95652332	95698711	-	ENSG00000145757.15	ENSG00000145757	SPATA9	protein_coding
5	95701249	95719773	-	ENSG00000250240.5	ENSG00000250240	CTD-2154I11.2	antisense
5	95713522	95824383	+	ENSG00000164292.12	ENSG00000164292	RHOBTB3	protein_coding
5	95751319	95823005	-	ENSG00000173221.13	ENSG00000173221	GLRX	protein_coding
5	95768999	95770700	+	ENSG00000251348.1	ENSG00000251348	HSPD1P11	processed_pseudogene
5	95834424	95835046	-	ENSG00000251000.1	ENSG00000251000	AC008592.3	processed_pseudogene
5	95835943	95852721	-	ENSG00000251409.1	ENSG00000251409	AC008592.4	lincRNA
5	95849309	95849855	+	ENSG00000272021.1	ENSG00000272021	AC008592.8	lincRNA
5	95852232	95860133	+	ENSG00000236882.7	ENSG00000236882	LINC01554	lincRNA
5	95861786	95874519	+	ENSG00000250362.1	ENSG00000250362	AC008592.5	processed_transcript
5	95885098	95962071	-	ENSG00000118985.15	ENSG00000118985	ELL2	protein_coding
5	96308724	96631085	+	ENSG00000251314.2	ENSG00000251314	CTD-2337A12.1	antisense
5	95964999	95986311	-	ENSG00000250955.1	ENSG00000250955	AC008592.7	lincRNA
5	95973041	95973446	-	ENSG00000213716.3	ENSG00000213716	FABP5P5	processed_pseudogene
5	96050115	96215519	+	ENSG00000250551.1	ENSG00000250551	MIR583HG	lincRNA
5	96079138	96079212	+	ENSG00000207578.1	ENSG00000207578	MIR583	miRNA
5	96210121	96210227	-	ENSG00000206997.1	ENSG00000206997	RNU6-524P	snRNA
5	96213346	96214974	-	ENSG00000249746.1	ENSG00000249746	RP11-254I22.3	lincRNA
5	96247776	96278751	+	ENSG00000250158.1	ENSG00000250158	RP11-254I22.2	lincRNA
5	96390415	96434143	-	ENSG00000175426.10	ENSG00000175426	PCSK1	protein_coding
5	96525267	96779595	+	ENSG00000153113.23	ENSG00000153113	CAST	protein_coding
5	96741079	96742654	-	ENSG00000249180.1	ENSG00000249180	CTC-506B8.1	antisense
5	96760810	96808100	-	ENSG00000164307.12	ENSG00000164307	ERAP1	protein_coding
5	96784777	96785999	+	ENSG00000248734.2	ENSG00000248734	CTD-2260A17.1	antisense
5	96804353	96806105	+	ENSG00000272109.1	ENSG00000272109	CTD-2260A17.3	antisense
5	96814028	96935393	-	ENSG00000247121.6	ENSG00000247121	CTD-2260A17.2	antisense
5	96875939	96919716	+	ENSG00000164308.16	ENSG00000164308	ERAP2	protein_coding
5	96935810	97037515	+	ENSG00000113441.15	ENSG00000113441	LNPEP	protein_coding
5	96942299	96943184	+	ENSG00000227836.1	ENSG00000227836	AC008850.3	processed_pseudogene
5	96962656	96962757	-	ENSG00000200884.1	ENSG00000200884	Y_RNA	misc_RNA
5	97056402	97057358	-	ENSG00000213701.4	ENSG00000213701	SETP22	processed_pseudogene
5	97089075	97437217	+	ENSG00000251513.2	ENSG00000251513	LIX1-AS1	lincRNA
5	97091867	97142872	-	ENSG00000145721.11	ENSG00000145721	LIX1	protein_coding
5	97160867	97183260	-	ENSG00000058729.10	ENSG00000058729	RIOK2	protein_coding
5	97175950	97176113	-	ENSG00000206698.1	ENSG00000206698	RNU1-73P	snRNA
5	97188090	97201880	-	ENSG00000248758.1	ENSG00000248758	CTD-2215E18.2	antisense
5	97223371	97227957	-	ENSG00000251054.1	ENSG00000251054	CTD-2215E18.3	lincRNA
5	97336858	97337040	-	ENSG00000249761.1	ENSG00000249761	CTD-2278B20.1	processed_pseudogene
5	97368776	97370421	+	ENSG00000251389.1	ENSG00000251389	YTHDF1P1	processed_pseudogene
5	97449358	97449741	-	ENSG00000249977.1	ENSG00000249977	RP11-155G15.3	processed_pseudogene
5	97504696	97671046	+	ENSG00000250331.1	ENSG00000250331	LINC01340	lincRNA
5	97677547	97678681	-	ENSG00000248931.1	ENSG00000248931	MTCYBP40	processed_pseudogene
5	97737894	97738913	+	ENSG00000251193.1	ENSG00000251193	RP11-72K17.1	processed_pseudogene
5	97881420	97922695	+	ENSG00000248202.1	ENSG00000248202	RP11-455B3.1	lincRNA
5	98025965	98026139	+	ENSG00000249101.1	ENSG00000249101	AC008834.2	processed_pseudogene
5	98086260	98161193	-	ENSG00000248901.1	ENSG00000248901	LINC01846	lincRNA
5	98203059	98205193	+	ENSG00000249135.1	ENSG00000249135	RP11-274E7.1	processed_pseudogene
5	98213402	98214121	+	ENSG00000238000.1	ENSG00000238000	RP11-274E7.2	processed_pseudogene
5	98338744	98339832	+	ENSG00000176183.8	ENSG00000176183	CH17-12M21.1	processed_pseudogene
5	98392070	98393530	-	ENSG00000250221.1	ENSG00000250221	KRT8P32	processed_pseudogene
5	98402542	98402732	-	ENSG00000250830.1	ENSG00000250830	MRPS35P2	processed_pseudogene
5	98409675	98410100	-	ENSG00000249990.1	ENSG00000249990	MTCO2P24	processed_pseudogene
5	98410235	98411792	-	ENSG00000249448.1	ENSG00000249448	MTCO1P24	processed_pseudogene
5	98576341	98577260	+	ENSG00000251102.1	ENSG00000251102	CTBP2P4	processed_pseudogene
5	98679402	98681367	+	ENSG00000251553.1	ENSG00000251553	DDX18P4	processed_pseudogene
5	98768650	98798643	+	ENSG00000174136.11	ENSG00000174136	RGMB	protein_coding
5	98769626	98773469	-	ENSG00000246763.6	ENSG00000246763	RGMB-AS1	antisense
5	98792861	98793084	-	ENSG00000279232.2	ENSG00000279232	CTC-463N11.4	antisense
5	98833382	98833711	+	ENSG00000250162.1	ENSG00000250162	CSNK1A1P3	processed_pseudogene
5	98853985	98928957	-	ENSG00000153922.10	ENSG00000153922	CHD1	protein_coding
5	98889731	98889833	+	ENSG00000222610.1	ENSG00000222610	RNU6-402P	snRNA
5	98929171	98995013	+	ENSG00000248489.1	ENSG00000248489	LINC02062	lincRNA
5	98936638	98936747	-	ENSG00000200351.1	ENSG00000200351	Y_RNA	misc_RNA
5	98954394	98954972	+	ENSG00000241597.2	ENSG00000241597	CTD-2007H13.1	processed_pseudogene
5	99489559	99499367	+	ENSG00000249444.2	ENSG00000249444	RP11-93O17.1	transcribed_unprocessed_pseudogene
5	99522311	99525462	-	ENSG00000206356.5	ENSG00000206356	RP11-93O17.2	processed_pseudogene
5	99532628	99534611	+	ENSG00000227762.4	ENSG00000227762	GUSBP8	unprocessed_pseudogene
5	99549432	99577957	+	ENSG00000249515.1	ENSG00000249515	LINC02113	lincRNA
5	99594329	99594740	-	ENSG00000248236.1	ENSG00000248236	CTD-2151A2.2	processed_pseudogene
5	99594880	99595297	+	ENSG00000248928.1	ENSG00000248928	CTD-2151A2.3	processed_pseudogene
5	99948295	99949583	-	ENSG00000250391.1	ENSG00000250391	CTD-2160D9.1	processed_pseudogene
5	99996547	99997932	+	ENSG00000249963.1	ENSG00000249963	EEF1A1P20	processed_pseudogene
5	100021804	100021906	+	ENSG00000199378.1	ENSG00000199378	Y_RNA	misc_RNA
5	100045928	100046374	-	ENSG00000270232.1	ENSG00000270232	MTCYBP22	processed_pseudogene
5	100046450	100046970	+	ENSG00000270230.1	ENSG00000270230	MTND6P22	processed_pseudogene
5	100046977	100048785	-	ENSG00000271687.1	ENSG00000271687	MTND5P10	processed_pseudogene
5	100048988	100050358	-	ENSG00000270906.1	ENSG00000270906	MTND4P35	processed_pseudogene
5	100050363	100050650	-	ENSG00000270350.1	ENSG00000270350	MTND4LP5	processed_pseudogene
5	100050719	100051063	-	ENSG00000271480.1	ENSG00000271480	MTND3P19	processed_pseudogene
5	100051133	100051916	-	ENSG00000270388.1	ENSG00000270388	MTCO3P22	processed_pseudogene
5	100051920	100052597	-	ENSG00000270307.1	ENSG00000270307	MTATP6P2	processed_pseudogene
5	100052859	100053539	-	ENSG00000270225.1	ENSG00000270225	MTCO2P22	processed_pseudogene
5	100053686	100055045	-	ENSG00000271207.1	ENSG00000271207	MTCO1P22	processed_pseudogene
5	100062275	100067954	-	ENSG00000274455.1	ENSG00000274455	CTD-2012B7.1	unprocessed_pseudogene
5	100153672	100153779	+	ENSG00000207077.1	ENSG00000207077	RNU6-1119P	snRNA
5	100375700	100381398	-	ENSG00000275374.1	ENSG00000275374	RP11-346J10.2	unprocessed_pseudogene
5	100388853	100389938	+	ENSG00000273957.1	ENSG00000273957	RP11-346J10.3	unprocessed_pseudogene
5	100401441	100408899	+	ENSG00000249787.1	ENSG00000249787	RP11-346J10.1	lincRNA
5	100449754	100535262	-	ENSG00000247877.6	ENSG00000247877	CTD-2001C12.1	lincRNA
5	100535305	100586741	+	ENSG00000174132.8	ENSG00000174132	FAM174A	protein_coding
5	100654112	100657970	-	ENSG00000250806.2	ENSG00000250806	CTC-293G12.1	lincRNA
5	100733058	100733386	+	ENSG00000207269.1	ENSG00000207269	RN7SKP62	misc_RNA
5	100806935	100903266	-	ENSG00000113532.12	ENSG00000113532	ST8SIA4	protein_coding
5	100816482	100816565	-	ENSG00000221263.1	ENSG00000221263	MIR548P	miRNA
5	101581830	101582128	+	ENSG00000277506.1	ENSG00000277506	RN7SL802P	misc_RNA
5	101816475	101816780	-	ENSG00000251261.4	ENSG00000251261	OR7H2P	unprocessed_pseudogene
5	101976296	101976798	+	ENSG00000249495.1	ENSG00000249495	RP11-1152B5.1	processed_pseudogene
5	102131007	102131135	-	ENSG00000199786.1	ENSG00000199786	RNA5SP188	rRNA
5	102144077	102146572	+	ENSG00000248261.1	ENSG00000248261	CTD-2333K2.1	lincRNA
5	102233986	102296549	-	ENSG00000173930.8	ENSG00000173930	SLCO4C1	protein_coding
5	102302504	102302810	+	ENSG00000222987.1	ENSG00000222987	RN7SKP68	misc_RNA
5	102371782	102499016	-	ENSG00000205359.9	ENSG00000205359	SLCO6A1	protein_coding
5	102500541	102505670	+	ENSG00000249017.1	ENSG00000249017	RP11-58B2.1	antisense
5	102581368	102617589	+	ENSG00000250958.1	ENSG00000250958	LINC00492	lincRNA
5	102605635	102606197	+	ENSG00000247402.2	ENSG00000247402	CTD-2340E1.2	lincRNA
5	102609156	102671559	-	ENSG00000250682.5	ENSG00000250682	LINC00491	lincRNA
5	102753981	103031105	+	ENSG00000145730.20	ENSG00000145730	PAM	protein_coding
5	103032376	103033031	+	ENSG00000175749.11	ENSG00000175749	EIF3KP1	processed_pseudogene
5	103086000	103120148	-	ENSG00000145723.16	ENSG00000145723	GIN1	protein_coding
5	103120152	103212799	+	ENSG00000145725.19	ENSG00000145725	PPIP5K2	protein_coding
5	103246048	103253519	-	ENSG00000248203.1	ENSG00000248203	CTC-503K11.2	antisense
5	103258702	103278660	+	ENSG00000181751.9	ENSG00000181751	C5orf30	protein_coding
5	103408941	103412511	-	ENSG00000250567.1	ENSG00000250567	CTD-2154H6.1	lincRNA
5	103430406	103526618	-	ENSG00000226926.7	ENSG00000226926	PDZPH1P	transcribed_unitary_pseudogene
5	103528434	103541985	-	ENSG00000248757.2	ENSG00000248757	LINC02115	lincRNA
5	103548855	103562793	-	ENSG00000112874.9	ENSG00000112874	NUDT12	protein_coding
5	103880129	103891393	-	ENSG00000283462.1	ENSG00000283462	CTC-445B21.1	processed_transcript
5	104079911	104105403	+	ENSG00000251026.1	ENSG00000251026	LINC02163	lincRNA
5	104098874	104099038	+	ENSG00000201910.1	ENSG00000201910	RNU1-140P	snRNA
5	104260531	104260826	-	ENSG00000239808.3	ENSG00000239808	RN7SL255P	misc_RNA
5	104383298	105392970	-	ENSG00000251574.6	ENSG00000251574	RP11-6N13.1	lincRNA
5	104434772	104435499	+	ENSG00000278958.1	ENSG00000278958	RP11-313L6.2	TEC
5	104799306	104799772	+	ENSG00000253776.1	ENSG00000253776	RP11-6N13.4	lincRNA
5	104780288	104780389	-	ENSG00000252881.1	ENSG00000252881	RNU6-334P	snRNA
5	104917492	105246364	-	ENSG00000253584.1	ENSG00000253584	CTD-2374C24.1	lincRNA
5	105099473	105100098	+	ENSG00000232159.3	ENSG00000232159	RAB9BP1	processed_pseudogene
5	105922994	105923108	-	ENSG00000201790.1	ENSG00000201790	RNA5SP189	rRNA
5	106415576	106417241	-	ENSG00000251204.1	ENSG00000251204	CTC-278L1.1	processed_pseudogene
5	106543066	106544330	-	ENSG00000250145.1	ENSG00000250145	CTD-2285G11.1	processed_pseudogene
5	106546665	106546803	+	ENSG00000252337.1	ENSG00000252337	SNORA31	snoRNA
5	106815197	107011014	-	ENSG00000251027.1	ENSG00000251027	LINC01950	lincRNA
5	107195156	107195332	+	ENSG00000250273.1	ENSG00000250273	PSMC1P5	processed_pseudogene
5	107376889	107670895	-	ENSG00000184349.12	ENSG00000184349	EFNA5	protein_coding
5	107699835	107716841	-	ENSG00000249959.5	ENSG00000249959	RP11-252I13.2	lincRNA
5	107724961	107727117	+	ENSG00000248827.1	ENSG00000248827	RP11-252I13.1	processed_pseudogene
5	107734773	107735066	-	ENSG00000239708.3	ENSG00000239708	RN7SL782P	misc_RNA
5	107810629	107810924	+	ENSG00000251732.1	ENSG00000251732	RN7SKP122	misc_RNA
5	107859035	108382098	-	ENSG00000145743.15	ENSG00000145743	FBXL17	protein_coding
5	108593609	108593967	+	ENSG00000244245.1	ENSG00000244245	RP11-120B7.1	processed_pseudogene
5	108727825	108728260	-	ENSG00000272523.1	ENSG00000272523	LINC01023	lincRNA
5	108747822	109196841	+	ENSG00000151422.12	ENSG00000151422	FER	protein_coding
5	108784098	108785552	+	ENSG00000249921.2	ENSG00000249921	CTC-329H14.1	processed_pseudogene
5	108818041	108830790	-	ENSG00000250383.1	ENSG00000250383	CTD-2197I11.1	antisense
5	108891437	108891546	+	ENSG00000207404.1	ENSG00000207404	Y_RNA	misc_RNA
5	108894347	108894628	-	ENSG00000250441.1	ENSG00000250441	RP11-47F1.1	processed_pseudogene
5	109014834	109014940	-	ENSG00000206593.1	ENSG00000206593	RNU6-47P	snRNA
5	109051315	109052457	-	ENSG00000176857.5	ENSG00000176857	GJA1P1	processed_pseudogene
5	109237120	109326369	-	ENSG00000249476.1	ENSG00000249476	CTD-2587M2.1	lincRNA
5	109334709	109409994	-	ENSG00000198961.9	ENSG00000198961	PJA2	protein_coding
5	109448349	109449063	-	ENSG00000248867.1	ENSG00000248867	CTD-2128F4.1	processed_pseudogene
5	109467353	109467952	+	ENSG00000251367.1	ENSG00000251367	RP11-231G15.2	lincRNA
5	109470843	109471586	+	ENSG00000248876.1	ENSG00000248876	RP11-231G15.3	lincRNA
5	109497877	109499108	+	ENSG00000248440.1	ENSG00000248440	RP11-231G15.1	lincRNA
5	109588338	109589592	+	ENSG00000214794.4	ENSG00000214794	KRT18P42	processed_pseudogene
5	109687802	109688329	-	ENSG00000271849.1	ENSG00000271849	CTC-332L22.1	lincRNA
5	109689366	109867178	+	ENSG00000112893.9	ENSG00000112893	MAN2A1	protein_coding
5	109699500	109699834	-	ENSG00000202512.1	ENSG00000202512	RN7SKP230	misc_RNA
5	109840128	109840692	-	ENSG00000249068.1	ENSG00000249068	CTC-287O8.1	processed_pseudogene
5	109883182	109884609	+	ENSG00000254106.1	ENSG00000254106	LINC01848	lincRNA
5	109884752	109885423	-	ENSG00000253224.1	ENSG00000253224	PGAM5P1	processed_pseudogene
5	110289233	110738956	-	ENSG00000186952.14	ENSG00000186952	TMEM232	protein_coding
5	110513829	110513915	-	ENSG00000221436.1	ENSG00000221436	MIR548F3	miRNA
